example_id,label,id,article_id,statement,qa_answer
DS-36,Đúng,Luật Điện ảnh,27,"Phim đã được Bộ Văn hóa, Thể thao và Du lịch, Ủy ban nhân dân cấp tỉnh cấp giấy phép phân loại phim sẽ có giá trị trên toàn quốc là đúng hay sai? ","
Trích dẫn điều luật: Điều 27 Luật Điện ảnh
Suy luận: Theo Điều 27 Luật Điện ảnh, Giấy phép phân loại phim do Bộ Văn hóa, Thể thao và Du lịch, Ủy ban nhân dân cấp tỉnh cấp có giá trị trong toàn quốc.
Kết luận: Đúng vậy. "
DS-37,Sai,Luật Trọng tài thương mại,2,"Luật trọng tài thương mại có thẩm quyền giải quyết tranh chấp giữa các bên không có hoạt động thương mại và pháp luật không quy định được giải quyết bằng trọng tài, đúng hay sai?","
Ví dụ:
Trích dẫn điều khoản: Điều 2 Luật Trọng tài thương mại
Suy luận: Dựa trên Điều 2 Luật Trọng tài thương mại, thẩm quyền giải quyết tranh chấp của Trọng tài bao gồm cả tranh chấp giữa các bên không có hoạt động thương mại và pháp luật không quy định được giải quyết bằng trọng tài.
Kết luận: Đúng, Luật Trọng tài thương mại có thẩm quyền giải quyết tranh chấp giữa các bên không có hoạt động thương mại và pháp luật không quy định được giải quyết bằng trọng tài. "
DS-38,Đúng,Luật Hôn nhân và gia đình,30,"Vợ, chồng phải đóng góp tài sản riêng của mình để đáp ứng nhu cầu thiết yếu của gia đình, đúng hay sai?","
Ví dụ:
Trích lại điều luật: Điều 30 Luật Hôn nhân và gia đình
Đưa ra suy luận của bạn: Theo Điều 30 Luật Hôn nhân và Gia đình, vợ chồng có quyền và nghĩa vụ thực hiện giao dịch nhằm đáp ứng nhu cầu thiết yếu của gia đình.
kết luận: Đúng, vợ chồng phải đóng góp tài sản riêng của mình để đáp ứng nhu cầu thiết yếu của gia đình. "
DS-39,Sai,Luật Giáo dục,10,"Bộ Giáo dục và Đào tạo chịu trách nhiệm về việc quy định việc liên thông giữa các cấp học, trình độ đào tạo trong hệ thống giáo dục quốc dân.","
Ví dụ:
Trích dẫn điều luật: Điều 105 Luật Giáo dục: 2. Bộ Giáo dục và Đào tạo chịu trách nhiệm trước Chính phủ thực hiện quản lý nhà nước về giáo dục mầm non, giáo dục phổ thông, giáo dục đại học, trung cấp sư phạm, cao đẳng sư phạm, giáo dục thường xuyên.

Suy luận: Dựa vào điều luật này, chúng ta có thể thấy rằng Bộ Giáo dục và Đào tạo chịu trách nhiệm chính trong việc quản lý nhà nước về giáo dục mầm non, giáo dục phổ thông, giáo dục đại học, trung cấp sư phạm, cao đẳng sư phạm, giáo dục thường xuyên.

Kết luận: Bộ Giáo dục và Đào tạo chịu trách nhiệm về việc quy định việc liên thông giữa các cấp học, trình độ đào tạo trong hệ thống giáo dục quốc dân. "
DS-40,Đúng,"Luật Phòng, chống ma túy",13,"Cơ quan nhà nước có thẩm quyền theo dõi, kiểm tra, và giám sát các hoạt động nghiên cứu, sản xuất chất ma túy (không bao gồm trồng cây có chứa chất ma túy), đúng hay sai?","
Trích dẫn điều luật: Điều 13 Luật Phòng, chống ma túy
Suy luận: Theo Điều 13 Luật Phòng, chống ma túy, hoạt động nghiên cứu, giám định, sản xuất chất ma túy (không bao gồm trồng cây có chứa chất ma túy) phải được cơ quan nhà nước có thẩm quyền theo dõi, kiểm tra, giám sát.
Kết luận: Đúng vậy, cơ quan nhà nước có thẩm quyền theo dõi, kiểm tra, và giám sát các hoạt động nghiên cứu, sản xuất chất ma túy (không bao gồm trồng cây có chứa chất ma túy). "
DS-41,Sai,"Luật Phòng, chống ma túy",31,"Cơ sở cai nghiện ma túy không có trách nhiệm cấp giấy xác nhận hoàn thành cai nghiện ma túy tự nguyện cho người cai nghiện ma túy, đúng hay sai?","
Trích lại điều luật: Cơ sở cai nghiện ma túy tự nguyện do cá nhân, tổ chức kinh doanh dịch vụ cai nghiện ma túy thành lập. Chính phủ quy định điều kiện và thẩm quyền, trình tự, thủ tục cấp, thu hồi giấy phép hoạt động của cơ sở cai nghiện ma túy tự nguyện.

Suy luận: Theo điều luật đã trích lại, chính phủ chịu trách nhiệm quy định điều kiện và thủ tục cấp, thu hồi giấy phép hoạt động của cơ sở cai nghiện ma túy tự nguyện. Tuy nhiên, không có đề cập cụ thể nào về trách nhiệm của cơ sở cai nghiện ma túy trong việc cấp giấy xác nhận hoàn thành cai nghiện ma túy tự nguyện.

Kết luận: Dựa trên thông tin được cung cấp, không rõ ràng rằng cơ sở cai nghiện ma túy có trách nhiệm cấp giấy xác nhận hoàn thành cai nghiện ma túy tự nguyện cho người cai nghiện ma túy. Do đó, tuyên bố ""Cơ sở cai nghiện"
DS-42,Đúng,Luật Điện ảnh,5,"Hợp tác quốc tế, nghiên cứu khoa học, chuyển giao công nghệ, cung cấp dịch vụ kỹ thuật số để phát triển điện ảnh là một trong các chính sách của nhà nước về phát triển điện ảnh, công nghiệp điện ảnh là đúng hay sai?","
Trích lại điều luật: Điều 5 Luật Điện ảnh: 4. Nhà nước khuyến khích tổ chức, cá nhân tham gia hoạt động quy định tại khoản 2 Điều này và các hoạt động sau đây:

a) Sản xuất, phát hành và phổ biến phim; quảng bá, xúc tiến phát triển điện ảnh; hợp tác quốc tế, nghiên cứu khoa học, chuyển giao công nghệ, cung cấp dịch vụ kỹ thuật số để phát triển điện ảnh;

b) Cung cấp dịch vụ tài chính, tín dụng, bảo lãnh, thế chấp quyền sở hữu trí tuệ và sản phẩm bảo hiểm để phát triển điện ảnh;

Suy luận: Dựa vào nội dung của Điều 5 Luật Điện ảnh, chúng ta có thể thấy rằng ""Hợp tác quốc tế, nghiên cứu khoa học, chuyển giao công nghệ, cung cấp dịch vụ kỹ thuật số để phát triển điện ảnh"" nằm trong danh mục các hoạt động mà nhà nước"
DS-43,Sai,Luật Hôn nhân và gia đình,20,"Việc lựa chọn nơi cư trú của vợ chồng do phong tục tập quán của gia đình nhà chồng quyết định, đúng hay sai?","
Trích lại điều luật: Điều 20 Luật Hôn nhân và Gia đình
Đưa ra suy luận của bạn: Theo Điều 20 Luật Hôn nhân và Gia đình, việc lựa chọn nơi cư trú của vợ chồng là do vợ chồng tự nguyện thỏa thuận mà không bị ràng buộc bởi phong tục, tập quán hoặc địa giới hành chính.
kết luận: Không, việc lựa chọn nơi cư trú của vợ chồng do phong tục tập quán của gia đình nhà chồng quyết định là sai. "
DS-44,Đúng,Luật Cư trú,31,"Trường hợp công dân không trong độ tuổi nhập ngũ, nếu đi du học, xuất khẩu lao động không cần phải khai báo tạm vắng, đúng hay sai?","
Câu trả lời: Trích lại điều luật: Điều 31 Luật Cư trú: 3. Học sinh tiểu học trong cơ sở giáo dục công lập không phải đóng học phí; ở địa bàn không đủ trường công lập, học sinh tiểu học trong cơ sở giáo dục tư thục được Nhà nước hỗ trợ tiền đóng học phí, mức hỗ trợ do Hội đồng nhân dân cấp tỉnh quyết định.

4. Trẻ em mầm non 05 tuổi ở thôn, xã đặc biệt khó khăn, vùng đồng bào dân tộc thiểu số, vùng sâu, vùng xa, vùng bãi ngang ven biển, hải đảo được miễn học phí.

Suy luận: Nếu công dân đang đi du học hoặc xuất khẩu lao động, họ sẽ không còn sống tại Việt Nam nữa. Do đó, họ không cần phải khai báo tạm vắng vì họ không còn cư trú tại Việt Nam.

Kết luận: Đúng vậy, nếu công dân không trong độ tuổi nhập ngũ mà đi du"
DS-45,Sai,Luật Trọng tài thương mại,20,"Công chức thuộc Tòa án nhân dân có trình độ đại học và đã qua thực tế công tác theo ngành đã học từ 5 năm trở lên đủ tiêu chuẩn làm Trọng tài viên, đúng hay sai?","
Trích dẫn điều luật: Điều 20 Luật Trọng tài thương mại
Suy luận: Theo Khoản 1 Điều 20 Luật Trọng tài thương mại, những người có trình độ đại học và đã qua thực tế công tác theo ngành đã học từ 5 năm trở lên có thể làm Trọng tài viên.
Kết luận: Đúng, công chức thuộc Tòa án nhân dân có trình độ đại học và đã qua thực tế công tác theo ngành đã học từ 5 năm trở lên đủ tiêu chuẩn làm Trọng tài viên. "
DS-46,Sai,Luật Hôn nhân và gia đình,3,"Ly hôn là việc lợi dụng ly hôn để trốn tránh nghĩa vụ tài sản, vi phạm chính sách, pháp luật về dân số hoặc để đạt được mục đích khác mà không nhằm mục đích chấm dứt hôn nhân, đúng hay sai?","
Câu trả lời: Trích lại điều luật: Điều 13 Luật Hôn nhân và gia đình: Ly hôn là việc chấm dứt quan hệ vợ chồng theo bản án, quyết định có hiệu lực pháp luật của Toà án.

Đưa ra suy luận của bạn: Theo Điều 13 Luật Hôn nhân và Gia đình, ly hôn là việc chấm dứt quan hệ vợ chồng theo bản án, quyết định có hiệu lực pháp luật của Toà án.

Kết luận: Đúng vậy, ly hôn là việc lợi dụng ly hôn để trốn tránh nghĩa vụ tài sản, vi phạm chính sách, pháp luật về dân số hoặc để đạt được mục đích khác mà không nhằm mục đích chấm dứt hôn nhân. "
DS-47,Sai,Luật Điện ảnh,5,"Nhà nước chỉ đầu tư, hỗ trợ các hoạt động sản xuất phim, sáng tác kịch bản phim và phát hành, phổ biến phim là đúng hay sai? ","
Trích lại điều luật: ""Điều 5 Luật Điện ảnh""
Đưa ra suy luận của bạn: Dựa vào điều khoản này, chúng ta thấy rằng nhà nước chỉ đầu tư, hỗ trợ các hoạt động sản xuất phim, sáng tác kịch bản phim và phát hành, phổ biến phim.
kết luận: Đúng vậy, dựa trên điều khoản này thì nhà nước chỉ đầu tư, hỗ trợ các hoạt động sản xuất phim, sáng tác kịch bản phim và phát hành, phổ biến phim. "
DS-48,Sai,Luật Trọng tài thương mại,14,"Trong tranh chấp không có yếu tố nước ngoài, hội đồng trọng tài có thể áp dụng luật quốc tế để giải quyết, đúng hay sai?","
Câu trả lời: Trích lại điều luật: Điều 14 Luật Trọng tài thương mại: id: Luật Trọng tài thương mại
article_id: 14
text: Luật áp dụng giải quyết tranh chấp

Suy luận: Theo Điều 14 Luật Trọng tài thương mại, khi giải quyết tranh chấp không có yếu tố nước ngoài, Hội đồng trọng tài áp dụng pháp luật Việt Nam để giải quyết tranh chấp. Không đề cập đến khả năng áp dụng luật quốc tế.

Kết luận: Sai, vì trong tranh chấp không có yếu tố nước ngoài, Hội đồng trọng tài không thể áp dụng luật quốc tế để giải quyết. "
DS-49,Sai,Luật Cư trú,36,"Cơ quan, tổ chức, cá nhân có thể tự do cung cấp, trao đổi, sao chép, in thông tin, tài liệu từ Cơ sở dữ liệu về cư trú, đúng hay sai?","
Trích lại điều luật: Điều 36 Luật Cư trú: d) Mọi sự truy nhập đến Cơ sở dữ liệu về cư trú để thay đổi thông tin về cư trú của công dân phải được sự phê duyệt của thủ trưởng cơ quan đăng ký cư trú hoặc cơ quan khác có thẩm quyền.

Suy luận: Theo Điều 36 Luật Cư trú, mọi sự truy cập đến Cơ sở dữ liệu về cư trú để thay đổi thông tin về cư trú của công dân đều cần được sự phê duyệt của thủ trưởng cơ quan đăng ký cư trú hoặc cơ quan khác có thẩm quyền.

Kết luận: Không, cơ quan, tổ chức, cá nhân không thể tự do cung cấp, trao đổi, sao chép, in thông tin, tài liệu từ Cơ sở dữ liệu về cư trú vì họ cần sự phê duyệt của thủ trưởng cơ quan đăng ký cư trú hoặc cơ quan khác có thẩm quyền trước khi truy cập để thay đổi thông tin về cư trú của"
DS-50,Sai,Luật Giáo dục,9,"Hướng nghiệp trong giáo dục không nhất thiết phải giúp học sinh có kiến thức về nghề nghiệp và khả năng lựa chọn nghề nghiệp trên cơ sở kết hợp nguyện vọng, sở trường của cá nhân với nhu cầu sử dụng lao động của xã hội, đúng hay sai?","
Câu trả lời: Trích lại điều luật: Điều 9 Luật Giáo dục: id: Luật Giáo dục
article_id: 9
text: Hướng nghiệp và phân luồng trong giáo dục

Đưa ra suy luận của bạn: Dựa vào điều luật này, chúng ta có thể thấy rằng hướng nghiệp trong giáo dục bao gồm cả việc giúp học sinh có kiến thức về nghề nghiệp và khả năng lựa chọn nghề nghiệp dựa trên nguyện vọng và sở trường của họ cũng như nhu cầu sử dụng lao động của xã hội.

Kết luận: Đúng vậy, hướng nghiệp trong giáo dục không chỉ đơn thuần là giúp học sinh có kiến thức về nghề nghiệp mà còn hỗ trợ họ lựa chọn nghề nghiệp dựa trên nguyện vọng và sở trường của mình, đồng thời xem xét đến nhu cầu sử dụng lao động của xã hội. "
TN-1,A,Luật Viên chức,29,Viên chức bị đơn vị sự nghiệp đơn phương chấm dứt hợp đồng trong trường hợp nào? ,"
Ví dụ:
Trích lại điều luật: Điều 29 Luật Viên chức: 3. Người đứng đầu đơn vị sự nghiệp công lập không được đơn phương chấm dứt hợp đồng làm việc với viên chức trong các trường hợp sau:

a) Viên chức ốm đau hoặc bị tai nạn, đang điều trị bệnh nghề nghiệp theo quyết định của cơ sở chữa bệnh, trừ trường hợp quy định tại điểm c khoản 1 Điều này;

b) Viên chức đang nghỉ hàng năm, nghỉ về việc riêng và những trường hợp nghỉ khác được người đứng đầu đơn vị sự nghiệp công lập cho phép;

Suy luận: Theo điều luật trên, người đứng đầu đơn vị sự nghiệp công lập không được đơn phương chấm dứt hợp đồng làm việc với viên chức khi họ ốm đau hoặc bị tai nạn, đang điều trị bệnh nghề nghiệp theo quyết định của cơ sở chữa bệnh, đang nghỉ hàng năm, nghỉ về việc riêng và những trường hợp nghỉ khác được"
TN-2,D,Luật Du lịch,54,"Theo Luật Du Lịch, các loại dịch vụ du lịch khác bao gồm điều nào dưới đây? Chọn câu trả lời đúng nhất.","
Ví dụ: Trích lại điều luật: Điều 54 Luật Du lịch
Suy luận: Dựa trên điều luật đã nêu, chúng ta biết rằng ""Dịch vụ liên quan khác"" là một trong sáu loại hình dịch vụ du lịch khác nhau.
Kết luận: Có, ""Dịch vụ liên quan khác"" là một trong sáu loại hình dịch vụ du lịch khác nhau như được xác định bởi Luật Du lịch. "
TN-3,C,Luật Cư trú,23,Địa điểm nào sau đây được phép đăng ký thường trú mới?,"
Ví dụ:
Trích dẫn điều luật: Điều 29 Luật Cư trú: h) Người đăng ký tạm trú tại chỗ ở đã bị phá dỡ, tịch thu theo quyết định của cơ quan nhà nước có thẩm quyền hoặc tại phương tiện đã bị xóa đăng ký phương tiện theo quy định của pháp luật.
Suy luận: Một cá nhân có thể đăng ký tạm trú tại một địa điểm nếu nó đã bị phá hủy bởi quyết định của chính phủ hoặc nếu phương tiện giao thông đã bị loại bỏ khỏi sổ đăng ký.
Kết luận: Đúng, một cá nhân có thể đăng ký tạm trú tại một địa điểm đã bị phá hủy bởi quyết định của chính phủ hoặc nếu phương tiện giao thông đã bị loại bỏ khỏi sổ đăng ký. "
TN-4,A,Luật Viên chức,46,"Thông báo nghỉ hưu đối với viên chức được cơ quan, đơn vị, tổ chức ban hành trong thời gian bao lâu trước khi đến thời hạn viên chức nghỉ hưu? ","
Ví dụ:
Trích lại điều luật: Điều 29 Luật Viên chức: 2. Trước 06 tháng, tính đến ngày viên chức nghỉ hưu, cơ quan, tổ chức, đơn vị quản lý viên chức phải thông báo bằng văn bản về thời điểm nghỉ hưu; trước 03 tháng, tính đến ngày viên chức nghỉ hưu, cơ quan, tổ chức, đơn vị quản lý viên chức ra quyết định nghỉ hưu.

Suy luận: Theo Điều 29 Luật Viên chức, cơ quan, tổ chức, đơn vị quản lý viên chức phải thông báo bằng văn bản về thời điểm nghỉ hưu trước 06 tháng, tính đến ngày viên chức nghỉ hưu. Quyết định nghỉ hưu phải được ban hành trước 03 tháng, tính đến ngày viên chức nghỉ hưu.

Kết luận: Thời gian thông báo nghỉ hưu đối với viên chức được cơ quan, đơn vị, tổ chức ban hành trước 06 tháng, tính"
TN-5,C,Luật Điện ảnh,12,Hoạt động của trường quay bao gồm các hoạt động nào sau đây?,"
Trích lại điều luật: Điều 12 Luật Điện ảnh: id: Luật Điện ảnh
article_id: 12
text: Hoạt động của trường quay

Suy luận: Dựa trên Điều 12 Luật Điện ảnh, chúng ta biết rằng hoạt động của trường quay bao gồm ""Tổ chức quản lý, điều hành hoặc hợp tác liên doanh, liên kết sản xuất phim"" và ""Cung cấp dịch vụ sản xuất phim và dịch vụ khác theo quy định của pháp luật."" Ngoài ra, Điều 14 cũng đề cập đến ""Trường quay là nơi để thực hiện cảnh quay đáp ứng điều kiện về không gian, trang thiết bị kỹ thuật để dựng bối cảnh phù hợp với việc sản xuất phim, bao gồm trường quay trong nhà và trường quay ngoài trời.""

Kết luận: Hoạt động của trường quay bao gồm tổ chức quản lý, điều hành hoặc hợp tác liên doanh, liên kết sản xuất phim, cung cấp dịch"
TN-6,B,Luật Trọng tài thương mại,10,Trường hợp nào sau đây ngôn ngữ được sử dụng trong tố tụng không phải là tiếng Việt?,"
Câu hỏi: Câu nào sau đây mô tả đúng về ngôn ngữ được sử dụng trong tố tụng trọng tài?
Lựa chọn:
- A: Chỉ tiếng Việt mới được sử dụng trong tố tụng trọng tài.
- B: Có thể sử dụng bất kỳ ngôn ngữ nào trong tố tụng trọng tài.
- C: Không áp dụng.

Trích lại điều luật: Điều 10 Luật Trọng tài thương mại
Đưa ra suy luận của bạn: Dựa vào điều khoản đã nêu, chúng ta biết rằng nếu tranh chấp có yếu tố nước ngoài hoặc liên quan đến doanh nghiệp có vốn đầu tư nước ngoài thì ngôn ngữ sử dụng trong tố tụng trọng tài sẽ không phải là tiếng Việt.
kết luận: Lựa chọn A mô tả sai về ngôn ngữ được sử dụng trong tố tụng trọng tài vì nó ngụ ý rằng chỉ có tiếng Việt mới được phép sử dụng. Trên thực tế, như đã đề cập trong điều khoản, ngôn ngữ"
TN-7,D,"Luật Phòng, chống ma túy",4,"Nguồn tài chính nào sau đây được dùng cho phòng, chống ma túy?","
Ví dụ:
Trích lại điều luật: Điều 4 Luật Phòng, chống ma túy
Suy luận: Dựa trên Điều 4, chúng ta biết rằng nguồn tài chính cho phòng, chống ma túy bao gồm ngân sách nhà nước, nguồn tài trợ, viện trợ, đầu tư, quà tặng của tổ chức, cá nhân trong nước và quốc tế, chi phí do gia đình, người nghiện ma túy tự chi trả và các nguồn tài chính hợp pháp khác.
Kết luận: Có bốn loại nguồn tài chính dành cho phòng, chống ma túy. "
TN-8,D,"Luật Phòng, chống ma túy",29,Quy trình cai nghiệm ma túy bao gồm những giai đoạn nào sau đây?,"
Ví dụ:
Trích dẫn điều luật: Điều 29 Luật Phòng, chống ma túy
Suy luận: Dựa trên điều luật đã nêu, chúng ta biết rằng quy trình cai nghiện ma túy bao gồm bốn giai đoạn: tiếp nhận và phân loại, điều trị cắt cơn, giải độc, điều trị rối loạn tâm thần và các bệnh lý khác, giáo dục, tư vấn, phục hồi hành vi và nhân cách, lao động trị liệu và học nghề, chuẩn bị tái hoà nhập cộng đồng.
Kết luận: Quy trình cai nghiện ma túy bao gồm năm giai đoạn: tiếp nhận và phân loại, điều trị cắt cơn, giải độc, điều trị rối loạn tâm thần và các bệnh lý khác, giáo dục, tư vấn, phục hồi hành vi và nhân cách, lao động trị liệu và học nghề, chuẩn bị tái hoà nhập cộng đồng. "
TN-9,D,Luật Giáo dục,35,Có bao nhiêu trình độ giáo dục nghề nghiệp được đào tạo?,"
Trích lại điều luật: Điều 6 Luật Giáo dục: c) Giáo dục nghề nghiệp đào tạo trình độ sơ cấp, trình độ trung cấp, trình độ cao đẳng và các chương trình đào tạo nghề nghiệp khác;

Suy luận: Dựa trên điều luật này, chúng ta biết rằng giáo dục nghề nghiệp đào tạo bốn loại trình độ: trình độ sơ cấp, trình độ trung cấp, trình độ cao đẳng và các chương trình đào tạo nghề nghiệp khác.

Kết luận: Có bốn trình độ giáo dục nghề nghiệp được đào tạo. "
TN-10,C,Luật Cư trú,21,"Hồ sơ đăng ký thường trú của công dân có chỗ ở hợp pháp thuộc quyền sở hữu của mình bao gồm những gì? A: Tờ khai thay đổi thông tin cư trú; giấy tờ, tài liệu chứng minh đủ diện tích nhà ở để đăng ký thường trú theo quy định; B: Tờ khai thay đổi thông tin cư trú; hợp đồng cho thuê, cho mượn, cho ở nhờ hoặc văn bản về việc cho mượn, cho ở nhờ chỗ ở hợp pháp đã được công chứng hoặc chứng thực theo quy định của pháp luật; C: Tờ khai thay đổi thông tin cư trú; giấy tờ, tài liệu chứng minh việc sở hữu chỗ ở hợp pháp; D: Tờ khai thay đổi thông tin cư trú; giấy tờ, tài liệu chứng minh quan hệ nhân thân với thành viên hộ gia đình","
Ví dụ: Trích lại điều luật: Điều 21 Luật Cư trú: b) Hợp đồng cho thuê, cho mượn, cho ở nhờ hoặc văn bản về việc cho mượn, cho ở nhờ chỗ ở hợp pháp đã được công chứng hoặc chứng thực theo quy định của pháp luật.
Suy luận: Vì câu hỏi đặt ra về hồ sơ đăng ký thường trú của công dân có chỗ ở hợp pháp thuộc quyền sở hữu của họ nên chúng ta cần tìm kiếm phần liên quan đến ""quyền sở hữu"" trong điều luật được cung cấp. Chúng ta thấy rằng phần b yêu cầu ""hợp đồng cho thuê, cho mượn, cho ở nhờ hoặc văn bản về việc cho mượn, cho ở nhờ chỗ ở hợp pháp đã được công chứng hoặc chứng thực theo quy định của pháp luật."" Phần này đề cập đến tình huống khi công dân có quyền sở hữu chỗ ở hợp pháp.
Kết luận: Câu trả lời đúng là B: Tờ khai thay đổi thông tin"
TN-11,D,Luật Trọng tài thương mại,2,Trọng tài có thẩm quyền giải quyết tranh chấp trong những trường hợp nào?,"
Câu trả lời: Trích dẫn Điều 43 Luật Trọng tài thương mại: 1. Trước khi xem xét nội dung vụ tranh chấp, Hội đồng trọng tài phải xem xét hiệu lực của thỏa thuận trọng tài; thỏa thuận trọng tài có thể thực hiện được hay không và xem xét thẩm quyền của mình. Trong trường hợp vụ việc thuộc thẩm quyền giải quyết của mình thì Hội đồng trọng tài tiến hành giải quyết tranh chấp theo quy định của Luật này. Kết luận: Theo Điều 43 Luật Trọng tài thương mại, Hội đồng trọng tài có thẩm quyền giải quyết tranh chấp khi vụ việc thuộc thẩm quyền giải quyết của họ và họ đã xem xét hiệu lực của thỏa thuận trọng tài cũng như khả năng thực hiện nó. "
TN-12,B,Luật Cư trú,7,Hành vi nào sau đây không thuộc hành vi bị nghiêm cấm về cư trú?,"
Ví dụ:
Trích lại điều luật: Điều 7 Luật Cư trú: id: Luật Cư trú
article_id: 7
text: Các hành vi bị nghiêm cấm về cư trú

Suy luận: Dựa trên Điều 7 Luật Cư trú, chúng ta biết rằng cản trở công dân thực hiện quyền tự do cư trú là một hành vi bị nghiêm cấm. Tuy nhiên, không có đề cập đến việc ngăn chặn công dân di chuyển giữa các khu vực hoặc thành phố. Do đó, ngăn chặn công dân di chuyển giữa các khu vực hoặc thành phố không phải là một hành vi bị nghiêm cấm về cư trú.

Kết luận: Ngăn chặn công dân di chuyển giữa các khu vực hoặc thành phố không phải là một hành vi bị nghiêm cấm về cư trú. "
TN-13,C,Luật Hôn nhân và gia đình,4,Đâu không phải là vai trò của nhà nước là gì trong việc bảo hộ hôn nhân và gia đình?,"
Ví dụ:
Trích lại điều luật: Điều 4 Luật Hôn nhân và gia đình
Suy luận: Theo Điều 4 Luật Hôn nhân và Gia đình, Nhà nước có chính sách và biện pháp bảo hộ hôn nhân và gia đình, tạo điều kiện cho nam, nữ xác lập hôn nhân tự nguyện, tiến bộ, một vợ một chồng, vợ chồng bình đẳng; xây dựng gia đình ấm no, tiến bộ, hạnh phúc và thực hiện đầy đủ chức năng của mình; tăng cường tuyên truyền, phổ biến, giáo dục pháp luật về hôn nhân và gia đình; vận động nhân dân xoá bỏ phong tục, tập quán lạc hậu về hôn nhân và gia đình, phát huy truyền thống, phong tục, tập quán tốt đẹp thể hiện bản sắc của mỗi dân tộc.
Kết luận: Vai trò của Nhà nước trong việc bảo hộ hôn nhân và gia đình bao gồm việc ban hành chính sách và biện pháp nhằm thúc đẩy hôn nhân tự nguyện, tiến bộ"
TN-14,A,Luật Hôn nhân và gia đình,35,"Vợ chồng có quyền như nào trong việc chiếm hữu, sử dụng và định đoạt tài sản chung","
Câu hỏi: Theo các điều luật đã nêu trên, vợ chồng có quyền gì trong việc chiếm hữu, sử dụng và định đoạt tài sản chung? "
TN-15,C,Luật Du lịch,59,"Đâu không phải là điều kiện cấp thẻ dướng dẫn viên du lịch? A: Có quốc tịch Việt Nam, thường trú tại Việt Nam; B: Có năng lực hành vi dân sự đầy đủ; C: Tốt nghiệp đại học trở lên chuyên ngành kế toán; D: Không mắc bệnh truyền nhiễm, không sử dụng chất ma túy","
Câu trả lời: Trích lại điều luật: Điều 59 Luật Du lịch: 2. Điều kiện cấp thẻ hướng dẫn viên du lịch quốc tế bao gồm:
a) Điều kiện quy định tại các điểm a, b và c khoản 1 Điều này;
b) Tốt nghiệp cao đẳng trở lên chuyên ngành hướng dẫn du lịch; trường hợp tốt nghiệp cao đẳng trở lên chuyên ngành khác phải có chứng chỉ nghiệp vụ hướng dẫn du lịch quốc tế;
c) Sử dụng thành thạo ngoại ngữ đăng ký hành nghề.

Suy luận: Theo điều luật đã cho, điều kiện cấp thẻ hướng dẫn viên du lịch quốc tế bao gồm việc tốt nghiệp cao đẳng trở lên chuyên ngành hướng dẫn du lịch hoặc chuyên ngành khác nhưng phải có chứng chỉ nghiệp vụ hướng dẫn du lịch quốc tế và sử dụng thành thạo ngoại ngữ đăng ký hành nghề.

Kết luận: Câu trả lời đúng là C: Tốt nghiệp đại học trở lên chuyên ngành kế toán"
TN-16,B,Luật Cư trú,33,"Điều nào sau đây không thuộc trách nhiệm của cơ quan đăng ký cư trú? A: Xác nhận thông tin về cư trú, thông báo về kết quả thực hiện các thủ tục đăng ký thường trú, đăng ký tạm trú, gia hạn tạm trú, khai báo thông tin, điều chỉnh thông tin về cư trú, tách hộ, khai báo tạm vắng dưới hình thức văn bản, tin nhắn điện tử hoặc hình thức khác theo quy định của Bộ trưởng Bộ Công an, B: Ban hành, in ấn và quản lý tờ khai thay đổi thông tin cư trú và các giấy tờ, tài liệu, biểu mẫu, sổ sách về cư trú, D: Cập nhật thông tin về cư trú của công dân vào Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu về cư trú, D: Quản lý, lưu trữ hồ sơ, giấy tờ, tài liệu về đăng ký, quản lý cư trú và bảo mật thông tin về đăng ký cư trú của công dân.","
Ví dụ: Trích lại điều luật: Điều 33 Luật Cư trú
Suy luận: Theo Điều 33 Luật Cư trú, cơ quan đăng ký cư trú chịu trách nhiệm xác nhận thông tin về cư trú, thông báo về kết quả thực hiện các thủ tục đăng ký thường trú, đăng ký tạm trú, gia hạn tạm trú, khai báo thông tin, điều chỉnh thông tin về cư trú, tách hộ, khai báo tạm vắng dưới hình thức văn bản, tin nhắn điện tử hoặc hình thức khác theo quy định của Bộ trưởng Bộ Công an.
Kết luận: Dựa trên Điều 33 Luật Cư trú, cơ quan đăng ký cư trú chịu trách nhiệm xác nhận thông tin về cư trú, thông báo về kết quả thực hiện các thủ tục đăng ký thường trú, đăng ký tạm trú, gia hạn tạm trú, khai báo thông tin, điều chỉnh thông tin về cư trú, tách hộ, khai báo tạm vắng dưới hình thức văn bản, tin"
TN-17,D,Luật Điện ảnh,27,Đơn vị nào có thẩm quyền cấp giấy phép phân loại phim?,"
Ví dụ:
Trích dẫn điều luật: Điều 27 Luật Điện ảnh
Suy luận: Theo Điều 27 Luật Điện ảnh, Bộ Văn hóa, Thể thao và Du lịch và Uỷ ban nhân dân cấp tỉnh có thẩm quyền cấp Giấy phép phân loại phim.
Kết luận: Các đơn vị có thẩm quyền cấp Giấy phép phân loại phim là Bộ Văn hoá, Thể thao và Du lịch và Uỷ ban nhân dân cấp tỉnh. "
