example_id,label,id,article_id,statement,qa_answer
DS-35,Đúng,Luật Giáo dục,8,"Chương trình giáo dục cần phải thể hiện mục tiêu giáo dục và yêu cầu người học phải đạt về phẩm chất và năng lực tương ứng, đúng hay sai?","
Ví dụ:
Trích lại điều luật: Điều 8 Luật Giáo dục: 2. Chương trình giáo dục phải bảo đảm tính khoa học và thực tiễn; kế thừa, liên thông giữa các cấp học, trình độ đào tạo; tạo điều kiện cho phân luồng, chuyển đổi giữa các trình độ đào tạo, ngành đào tạo và hình thức giáo dục trong hệ thống giáo dục quốc dân để địa phương và cơ sở giáo dục chủ động triển khai kế hoạch giáo dục phù hợp; đáp ứng mục tiêu bình đẳng giới, yêu cầu hội nhập quốc tế. Chương trình giáo dục là cơ sở bảo đảm chất lượng giáo dục toàn diện.
Đưa ra suy luận của bạn: Dựa vào Điều 8 Luật Giáo dục, chúng ta biết rằng chương trình giáo dục cần phải thể hiện mục tiêu giáo dục và yêu cầu người học phải đạt về phẩm chất và năng lực tương ứng.
kết luận: Đúng vậy, theo Điều 8 Luật Giáo"
DS-36,Đúng,Luật Điện ảnh,27,"Phim đã được Bộ Văn hóa, Thể thao và Du lịch, Ủy ban nhân dân cấp tỉnh cấp giấy phép phân loại phim sẽ có giá trị trên toàn quốc là đúng hay sai? ","
Câu trả lời: Trích dẫn điều luật: Điều 27 Luật Điện ảnh: b) Ủy ban nhân dân cấp tỉnh được cấp Giấy phép phân loại phim khi đáp ứng các điều kiện theo quy định của Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch.

Suy luận: Dựa vào điều luật này, chúng ta biết rằng Ủy ban nhân dân cấp tỉnh có thể cấp Giấy phép phân loại phim nếu họ đáp ứng các điều kiện theo quy định của Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch.

Kết luận: Đúng vậy, tuyên bố ""Phim đã được Bộ Văn hóa, Thể thao và Du lịch, Ủy ban nhân dân cấp tỉnh cấp giấy phép phân loại phim sẽ có giá trị trên toàn quốc"" là chính xác dựa trên thông tin được cung cấp bởi Điều 27 Luật Điện ảnh. "
DS-37,Sai,Luật Trọng tài thương mại,2,"Luật trọng tài thương mại có thẩm quyền giải quyết tranh chấp giữa các bên không có hoạt động thương mại và pháp luật không quy định được giải quyết bằng trọng tài, đúng hay sai?","
Ví dụ:
Trích lại điều luật: Điều 2 Luật Trọng tài thương mại: text: Thẩm quyền giải quyết các tranh chấp của Trọng tài

Đưa ra suy luận của bạn: Theo Điều 2 Luật Trọng tài thương mại, Trọng tài có thẩm quyền giải quyết tranh chấp giữa các bên phát sinh từ hoạt động thương mại, tranh chấp phát sinh giữa các bên trong đó ít nhất một bên có hoạt động thương mại, và tranh chấp khác giữa các bên mà pháp luật quy định được giải quyết bằng Trọng tài.

kết luận: Dựa trên Điều 2 Luật Trọng tài thương mại, tuyên bố rằng ""Luật trọng tài thương mại có thẩm quyền giải quyết tranh chấp giữa các bên không có hoạt động thương mại và pháp luật không quy định được giải quyết bằng trọng tài"" là sai. "
DS-38,Đúng,Luật Hôn nhân và gia đình,30,"Vợ, chồng phải đóng góp tài sản riêng của mình để đáp ứng nhu cầu thiết yếu của gia đình, đúng hay sai?","
Câu trả lời mẫu:
Trích lại điều luật: Điều 30 Luật Hôn nhân và gia đình: text: Quyền, nghĩa vụ của vợ, chồng trong việc đáp ứng nhu cầu thiết yếu của gia đình
1. Vợ, chồng có quyền, nghĩa vụ thực hiện giao dịch nhằm đáp ứng nhu cầu thiết yếu của gia đình.

Suy luận: Theo điều luật này, vợ chồng có trách nhiệm đóng góp tài sản riêng của mình để đáp ứng nhu cầu thiết yếu của gia đình.

Kết luận: Đúng, vợ chồng phải đóng góp tài sản riêng của mình để đáp ứng nhu cầu thiết yếu của gia đình. "
DS-39,Sai,Luật Giáo dục,10,"Bộ Giáo dục và Đào tạo chịu trách nhiệm về việc quy định việc liên thông giữa các cấp học, trình độ đào tạo trong hệ thống giáo dục quốc dân.","
Ví dụ:
Trích lại điều luật: Điều 105 Luật Giáo dục: 4. Bộ, cơ quan ngang Bộ, trong phạm vi nhiệm vụ, quyền hạn của mình, có trách nhiệm phối hợp với Bộ Giáo dục và Đào tạo, Bộ Lao động - Thương binh và Xã hội thực hiện quản lý nhà nước về giáo dục.
Đưa ra suy luận của bạn: Dựa vào Điều 105 Luật Giáo dục, Bộ Giáo dục và Đào tạo chịu trách nhiệm phối hợp với Bộ Lao động - Thương binh và Xã hội thực hiện quản lý nhà nước về giáo dục.
kết luận: Đúng, Bộ Giáo dục và Đào tạo chịu trách nhiệm phối hợp với Bộ Lao động - Thương binh và Xã hội thực hiện quản lý nhà nước về giáo dục. "
DS-40,Đúng,"Luật Phòng, chống ma túy",13,"Cơ quan nhà nước có thẩm quyền theo dõi, kiểm tra, và giám sát các hoạt động nghiên cứu, sản xuất chất ma túy (không bao gồm trồng cây có chứa chất ma túy), đúng hay sai?","
Ví dụ:
Trích lại điều luật: Điều 13 Luật Phòng, chống ma túy: text: Kiểm soát hoạt động nghiên cứu, giám định, sản xuất chất ma túy, tiền chất

Đưa ra suy luận của bạn: Theo Điều 13 Luật Phòng, chống ma túy, hoạt động nghiên cứu, giám định, sản xuất chất ma túy (không bao gồm trồng cây có chứa chất ma túy) phải được cơ quan nhà nước có thẩm quyền theo dõi, kiểm tra, giám sát.
kết luận: Đúng, tuyên bố rằng cơ quan nhà nước có thẩm quyền theo dõi, kiểm tra, và giám sát các hoạt động nghiên cứu, sản xuất chất ma túy (không bao gồm trồng cây có chứa chất ma túy) là đúng. "
DS-41,Sai,"Luật Phòng, chống ma túy",31,"Cơ sở cai nghiện ma túy không có trách nhiệm cấp giấy xác nhận hoàn thành cai nghiện ma túy tự nguyện cho người cai nghiện ma túy, đúng hay sai?","
Ví dụ:
Trích lại điều luật: Điều 36 Luật Phòng, chống ma túy: Cơ sở cai nghiện ma túy tự nguyện có quyền sau đây:
- Tiếp nhận người nghiện ma túy vào cai nghiện ma túy tự nguyện phù hợp với khả năng tiếp nhận của cơ sở cai nghiện;
- Thực hiện việc xác định tình trạng nghiện ma túy;
- Tiếp nhận, quản lý, giáo dục, tư vấn, điều trị hội chứng cai, điều trị rối loạn tâm thần và các bệnh khác đối với người đang trong thời gian lập hồ sơ đề nghị đưa vào cơ sở cai nghiện bắt buộc.
- Cấp giấy xác nhận hoàn thành cai nghiện ma túy bắt buộc cho người từ đủ 12 tuổi đến dưới 18 tuổi.

Suy luận: Theo Điều 36 Luật Phòng, chống ma túy, cơ sở cai nghiện ma túy tự nguyện có quyền cấp giấy xác nhận hoàn thành cai nghiện ma túy bắt buộc cho người từ"
DS-42,Đúng,Luật Điện ảnh,5,"Hợp tác quốc tế, nghiên cứu khoa học, chuyển giao công nghệ, cung cấp dịch vụ kỹ thuật số để phát triển điện ảnh là một trong các chính sách của nhà nước về phát triển điện ảnh, công nghiệp điện ảnh là đúng hay sai?","
Ví dụ:
Trích lại điều luật: Điều 5 Luật Điện ảnh: text: Chính sách của Nhà nước về phát triển điện ảnh, công nghiệp điện ảnh

Đưa ra suy luận của bạn: Dựa vào điều luật đã trích lại, chúng ta thấy rằng ""Hợp tác quốc tế, nghiên cứu khoa học, chuyển giao công nghệ, cung cấp dịch vụ kỹ thuật số để phát triển điện ảnh"" nằm trong danh mục các chính sách của nhà nước về phát triển điện ảnh, công nghiệp điện ảnh.

kết luận: Đúng vậy, dựa trên điều luật đã trích lại, hợp tác quốc tế, nghiên cứu khoa học, chuyển giao công nghệ, cung cấp dịch vụ kỹ thuật số để phát triển điện ảnh là một trong các chính sách của nhà nước về phát triển điện ảnh, công nghiệp điện ảnh. "
DS-43,Sai,Luật Hôn nhân và gia đình,20,"Việc lựa chọn nơi cư trú của vợ chồng do phong tục tập quán của gia đình nhà chồng quyết định, đúng hay sai?","
Ví dụ:
Trích lại điều luật: Điều 20 Luật Hôn nhân và gia đình: text: Lựa chọn nơi cư trú của vợ chồng
Việc lựa chọn nơi cư trú của vợ chồng do vợ chồng thỏa thuận, không bị ràng buộc bởi phong tục, tập quán, địa giới hành chính.

Suy luận: Theo Điều 20 Luật Hôn nhân và Gia đình, việc lựa chọn nơi cư trú của vợ chồng dựa trên sự thỏa thuận giữa hai bên chứ không phụ thuộc vào phong tục, tập quán của bất kỳ ai.

Kết luận: Không, việc lựa chọn nơi cư trú của vợ chồng không do phong tục tập quán của gia đình nhà chồng quyết định. "
DS-44,Đúng,Luật Cư trú,31,"Trường hợp công dân không trong độ tuổi nhập ngũ, nếu đi du học, xuất khẩu lao động không cần phải khai báo tạm vắng, đúng hay sai?","
Ví dụ:
Trích lại điều luật: Điều 24 Luật Cư trú: d) Vắng mặt liên tục tại nơi thường trú từ 12 tháng trở lên mà không đăng ký tạm trú tại chỗ ở khác hoặc không khai báo tạm vắng, trừ trường hợp xuất cảnh ra nước ngoài nhưng không phải để định cư hoặc trường hợp đang chấp hành án phạt tù, chấp hành biện pháp đưa vào cơ sở giáo dục bắt buộc, đưa vào cơ sở cai nghiện bắt buộc, đưa vào trường giáo dưỡng;

Đưa ra suy luận của bạn: Nếu một công dân không trong độ tuổi nhập ngũ và đi du học hoặc xuất khẩu lao động, họ sẽ không cần phải khai báo tạm vắng vì họ không rời khỏi nơi thường trú của mình. Tuy nhiên, họ vẫn nên thông báo cho cơ quan đăng ký cư trú biết về kế hoạch vắng mặt lâu dài của mình bằng cách gửi thư hoặc email.

kết luận: Đúng vậy, nếu một"
DS-45,Sai,Luật Trọng tài thương mại,20,"Công chức thuộc Tòa án nhân dân có trình độ đại học và đã qua thực tế công tác theo ngành đã học từ 5 năm trở lên đủ tiêu chuẩn làm Trọng tài viên, đúng hay sai?","
Ví dụ:
Trích dẫn điều luật: Điều 20 Luật Trọng tài thương mại: text: Tiêu chuẩn Trọng tài viên

1. Những người có đủ các tiêu chuẩn sau đây có thể làm Trọng tài viên:

a) Có năng lực hành vi dân sự đầy đủ theo quy định của Bộ luật dân sự;

b) Có trình độ đại học và đã qua thực tế công tác theo ngành đã học từ 5 năm trở lên;

c) Trong trường hợp đặc biệt, chuyên gia có trình độ chuyên môn cao và có nhiều kinh nghiệm thực tiễn, tuy không đáp ứng được yêu cầu nêu tại điểm b khoản này, cũng có thể được chọn làm Trọng tài viên.

Suy luận: Theo điều luật này, công chức thuộc Tòa án nhân dân có trình độ đại học và đã qua thực tế công tác theo ngành đã học từ 5 năm trở lên đủ tiêu chuẩn làm Trọng tài viên.

Kết luận"
DS-46,Sai,Luật Hôn nhân và gia đình,3,"Ly hôn là việc lợi dụng ly hôn để trốn tránh nghĩa vụ tài sản, vi phạm chính sách, pháp luật về dân số hoặc để đạt được mục đích khác mà không nhằm mục đích chấm dứt hôn nhân, đúng hay sai?","Câu trả lời: Trích lại điều luật: Điều 3 Luật Hôn nhân và gia đình: 15. Ly hôn giả tạo là việc lợi dụng ly hôn để trốn tránh nghĩa vụ tài sản, vi phạm chính sách, pháp luật về dân số hoặc để đạt được mục đích khác mà không nhằm mục đích chấm dứt hôn nhân.

Suy luận: Theo điều luật được trích dẫn ở trên, ly hôn giả tạo là việc lợi dụng ly hôn để trốn tránh nghĩa vụ tài sản, vi phạm chính sách, pháp luật về dân số hoặc để đạt được mục đích khác mà không nhằm mục đích chấm dứt hôn nhân.

Kết luận: Đúng, tuyên bố của người dùng là đúng dựa trên điều luật được trích dẫn ở trên. "
DS-47,Sai,Luật Điện ảnh,5,"Nhà nước chỉ đầu tư, hỗ trợ các hoạt động sản xuất phim, sáng tác kịch bản phim và phát hành, phổ biến phim là đúng hay sai? ","
Ví dụ:
Trích lại điều luật: Điều 3 Luật Điện ảnh: 1. Hoạt động điện ảnh bao gồm sản xuất phim, phát hành phim, phổ biến phim, lưu chiểu phim, lưu trữ phim, quảng bá phim, liên hoan phim, giải thưởng về điện ảnh.
Suy luận: Từ điều khoản này, chúng ta có thể thấy rằng hoạt động điện ảnh bao gồm nhiều khía cạnh khác nhau như sản xuất phim, phát hành phim, phổ biến phim, v.v.
Kết luận: Đúng, Nhà nước chỉ đầu tư, hỗ trợ các hoạt động sản xuất phim, sáng tác kịch bản phim và phát hành, phổ biến phim. "
DS-48,Sai,Luật Trọng tài thương mại,14,"Trong tranh chấp không có yếu tố nước ngoài, hội đồng trọng tài có thể áp dụng luật quốc tế để giải quyết, đúng hay sai?","
Ví dụ:
Trích lại điều luật: Điều 14 Luật Trọng tài thương mại: text: Luật áp dụng giải quyết tranh chấp

1. Đối với tranh chấp không có yếu tố nước ngoài, Hội đồng trọng tài áp dụng pháp luật Việt Nam để giải quyết tranh chấp.

Đưa ra suy luận của bạn: Theo Điều 14 Luật Trọng tài thương mại, khi xử lý tranh chấp không có yếu tố nước ngoài, Hội đồng trọng tài phải tuân thủ pháp luật Việt Nam.

kết luận: Đúng, trong tranh chấp không có yếu tố nước ngoài, Hội đồng trọng tài có thể áp dụng luật quốc tế để giải quyết. "
DS-49,Sai,Luật Cư trú,36,"Cơ quan, tổ chức, cá nhân có thể tự do cung cấp, trao đổi, sao chép, in thông tin, tài liệu từ Cơ sở dữ liệu về cư trú, đúng hay sai?","
Câu trả lời: Trích lại điều luật: Điều 36 Luật Cư trú: đ) Cơ quan, tổ chức, cá nhân không được cung cấp, trao đổi, sao chép, in trái phép thông tin, tài liệu từ Cơ sở dữ liệu về cư trú.
Đưa ra suy luận của bạn: Theo điều luật này, cơ quan, tổ chức, cá nhân không được phép cung cấp, trao đổi, sao chép, in trái phép thông tin, tài liệu từ Cơ sở dữ liệu về cư trú.
Kết luận: Sai, vì cơ quan, tổ chức, cá nhân không được phép cung cấp, trao đổi, sao chép, in trái phép thông tin, tài liệu từ Cơ sở dữ liệu về cư trú. "
DS-50,Sai,Luật Giáo dục,9,"Hướng nghiệp trong giáo dục không nhất thiết phải giúp học sinh có kiến thức về nghề nghiệp và khả năng lựa chọn nghề nghiệp trên cơ sở kết hợp nguyện vọng, sở trường của cá nhân với nhu cầu sử dụng lao động của xã hội, đúng hay sai?","
Câu trả lời: Trích lại điều luật: Điều 9 Luật Giáo dục: text: Hướng nghiệp và phân luồng trong giáo dục
Suy luận: Dựa vào điều luật này, chúng ta có thể thấy rằng hướng nghiệp trong giáo dục bao gồm việc cung cấp kiến thức về nghề nghiệp và giúp học sinh lựa chọn nghề nghiệp dựa trên nguyện vọng và sở trường của họ cũng như nhu cầu sử dụng lao động của xã hội.
Kết luận: Đúng, hướng nghiệp trong giáo dục đòi hỏi phải cung cấp kiến thức về nghề nghiệp và giúp học sinh lựa chọn nghề nghiệp dựa trên nguyện vọng và sở trường của họ cũng như nhu cầu sử dụng lao động của xã hội. "
TN-1,A,Luật Viên chức,29,Viên chức bị đơn vị sự nghiệp đơn phương chấm dứt hợp đồng trong trường hợp nào? ,"
Ví dụ:
Trích lại điều luật: Điều 29 Luật Viên chức: 1. Đơn vị sự nghiệp công lập được đơn phương chấm dứt hợp đồng làm việc với viên chức trong các trường hợp sau:

a) Viên chức có 02 năm liên tiếp bị phân loại đánh giá ở mức độ không hoàn thành nhiệm vụ;

b) Viên chức bị buộc thôi việc theo quy định tại điểm d khoản 1 Điều 52 và khoản 1 Điều 57 của Luật này;

Suy luận: Theo điều luật này, đơn vị sự nghiệp công lập có thể đơn phương chấm dứt hợp đồng làm việc với viên chức nếu họ thuộc một trong hai trường hợp nêu trên. Trường hợp thứ nhất là viên chức có 02 năm liên tiếp bị phân loại đánh giá ở mức độ không hoàn thành nhiệm vụ. Trường hợp thứ hai là viên chức bị buộc thôi việc theo quy định tại điểm d khoản 1 Điều "
TN-2,D,Luật Du lịch,54,"Theo Luật Du Lịch, các loại dịch vụ du lịch khác bao gồm điều nào dưới đây? Chọn câu trả lời đúng nhất.","
Ví dụ:
Trích lại điều luật: Điều 54 Luật Du lịch: text: Các loại dịch vụ du lịch khác
1. Dịch vụ ăn uống.

2. Dịch vụ mua sắm.

3. Dịch vụ thể thao.

4. Dịch vụ vui chơi, giải trí.

5. Dịch vụ chăm sóc sức khỏe.

6. Dịch vụ liên quan khác phục vụ khách du lịch.

Suy luận: Dựa vào Điều 54 Luật Du lịch, các loại dịch vụ du lịch khác bao gồm dịch vụ ăn uống, dịch vụ mua sắm, dịch vụ thể thao, dịch vụ vui chơi, giải trí, dịch vụ chăm sóc sức khỏe và các dịch vụ liên quan khác phục vụ khách du lịch.
Kết luận: Đúng, dựa trên Điều 54 Luật Du lịch, các loại dịch vụ du lịch khác bao gồm dịch vụ ăn uống, dịch vụ mua sắm, dịch vụ thể thao,"
TN-3,C,Luật Cư trú,23,Địa điểm nào sau đây được phép đăng ký thường trú mới?,"
Ví dụ:
Trích lại điều luật: Điều 20 Luật Cư trú: 6. Người sinh sống, người làm nghề lưu động trên phương tiện được đăng ký thường trú tại phương tiện đó khi đáp ứng các điều kiện sau đây:

Suy luận: Nếu người sử dụng phương tiện di chuyển liên tục và đáp ứng các điều kiện như đã nói ở trên, họ sẽ được đăng ký thường trú tại phương tiện đó.

Kết luận: Dựa trên điều luật được cung cấp, nếu người sử dụng phương tiện di chuyển liên tục và đáp ứng các điều kiện như đã nói ở trên, họ sẽ được đăng ký thường trú tại phương tiện đó. "
TN-4,A,Luật Viên chức,46,"Thông báo nghỉ hưu đối với viên chức được cơ quan, đơn vị, tổ chức ban hành trong thời gian bao lâu trước khi đến thời hạn viên chức nghỉ hưu? ","
Ví dụ:
Trích lại điều luật: Điều 46 Luật Viên chức: text: Chế độ hưu trí

1. Viên chức được hưởng chế độ hưu trí theo quy định của pháp luật về lao động và pháp luật về bảo hiểm xã hội.

2. Trước 06 tháng, tính đến ngày viên chức nghỉ hưu, cơ quan, tổ chức, đơn vị quản lý viên chức phải thông báo bằng văn bản về thời điểm nghỉ hưu; trước 03 tháng, tính đến ngày viên chức nghỉ hưu, cơ quan, tổ chức, đơn vị quản lý viên chức ra quyết định nghỉ hưu.

Suy luận: Theo Điều 46 Luật Viên chức, cơ quan, tổ chức, đơn vị quản lý viên chức phải thông báo bằng văn bản về thời điểm nghỉ hưu trước 06 tháng tính đến ngày viên chức nghỉ hưu và ra quyết định nghỉ hưu trước 03 tháng tính đến ngày viên chức nghỉ hưu.
"
TN-5,C,Luật Điện ảnh,12,Hoạt động của trường quay bao gồm các hoạt động nào sau đây?,"
Ví dụ:
Trích lại điều luật: Điều 109 Luật Bảo vệ môi trường: a) Chỉ đạo, hướng dẫn và kiểm tra hoạt động quan trắc môi trường trên phạm vi cả nước; tổ chức thực hiện chương trình quan trắc môi trường quốc gia gồm chương trình quan trắc môi trường sông và hồ liên tỉnh, biển, vùng kinh tế trọng điểm, các khu vực có tính chất liên vùng, liên tỉnh, môi trường xuyên biên giới và môi trường tại các vùng có tính đặc thù; thực hiện quan trắc đa dạng sinh học tại khu bảo tồn thiên nhiên;

Suy luận: Theo điều luật này, hoạt động của trường quay bao gồm việc chỉ đạo, hướng dẫn và kiểm tra hoạt động quan trắc môi trường trên phạm vi cả nước.

Kết luận: Dựa vào điều luật đã nêu, chúng ta có thể kết luận rằng hoạt động của trường quay bao gồm việc chỉ đạo, hướng dẫn và kiểm tra hoạt động quan trắc môi"
TN-6,B,Luật Trọng tài thương mại,10,Trường hợp nào sau đây ngôn ngữ được sử dụng trong tố tụng không phải là tiếng Việt?,"
Ví dụ:
Trích lại điều luật: Điều 21 Luật Tố tụng hành chính: text: Tiếng nói và chữ viết dùng trong tố tụng hành chính

Đưa ra suy luận của bạn: Trong tố tụng hành chính, tiếng nói và chữ viết được sử dụng là tiếng Việt.
kết luận: Đúng, ngôn ngữ được sử dụng trong tố tụng hành chính không phải là tiếng Việt khi nó liên quan đến việc sử dụng tiếng nói và chữ viết của dân tộc thiểu số hoặc nếu có người phiên dịch. "
TN-7,D,"Luật Phòng, chống ma túy",4,"Nguồn tài chính nào sau đây được dùng cho phòng, chống ma túy?","
Ví dụ:
Trích lại điều luật: Điều 44 Luật Phòng, chống ma túy: 7. Thực hiện thống kê nhà nước về phòng, chống ma túy.
Đưa ra suy luận của bạn: Theo điều luật này, Nhà nước chịu trách nhiệm thực hiện thống kê nhà nước về phòng, chống ma túy.
kết luận: Có, Nhà nước chịu trách nhiệm thực hiện thống kê nhà nước về phòng, chống ma túy. "
TN-8,D,"Luật Phòng, chống ma túy",29,Quy trình cai nghiệm ma túy bao gồm những giai đoạn nào sau đây?,"
Ví dụ:
Trích lại điều luật: Điều 29 Luật Phòng, chống ma túy: 1. Quy trình cai nghiện ma túy bao gồm các giai đoạn sau đây:

a) Tiếp nhận, phân loại;

b) Điều trị cắt cơn, giải độc, điều trị các rối loạn tâm thần, điều trị các bệnh lý khác;

c) Giáo dục, tư vấn, phục hồi hành vi, nhân cách;

d) Lao động trị liệu, học nghề;

đ) Chuẩn bị tái hòa nhập cộng đồng.

Suy luận: Dựa trên điều luật được trích dẫn ở trên, chúng ta biết rằng quy trình cai nghiện ma túy bao gồm năm giai đoạn: tiếp nhận và phân loại, điều trị cắt cơn và giải độc, điều trị rối loạn tâm thần và điều trị các bệnh lý khác, giáo dục, tư vấn, phục hồi hành vi và nhân cách, lao động trị liệu và học nghề"
TN-9,D,Luật Giáo dục,35,Có bao nhiêu trình độ giáo dục nghề nghiệp được đào tạo?,"
Ví dụ:
Trích lại điều luật: Điều 35 Luật Giáo dục: text: Các trình độ đào tạo giáo dục nghề nghiệp
Đưa ra suy luận của bạn: Dựa vào điều luật đã nêu, chúng ta biết rằng giáo dục nghề nghiệp đào tạo bốn trình độ: trình độ sơ cấp, trình độ trung cấp, trình độ cao đẳng và các chương trình đào tạo nghề nghiệp khác.
kết luận: Có bốn trình độ giáo dục nghề nghiệp được đào tạo. "
TN-10,C,Luật Cư trú,21,"Hồ sơ đăng ký thường trú của công dân có chỗ ở hợp pháp thuộc quyền sở hữu của mình bao gồm những gì? A: Tờ khai thay đổi thông tin cư trú; giấy tờ, tài liệu chứng minh đủ diện tích nhà ở để đăng ký thường trú theo quy định; B: Tờ khai thay đổi thông tin cư trú; hợp đồng cho thuê, cho mượn, cho ở nhờ hoặc văn bản về việc cho mượn, cho ở nhờ chỗ ở hợp pháp đã được công chứng hoặc chứng thực theo quy định của pháp luật; C: Tờ khai thay đổi thông tin cư trú; giấy tờ, tài liệu chứng minh việc sở hữu chỗ ở hợp pháp; D: Tờ khai thay đổi thông tin cư trú; giấy tờ, tài liệu chứng minh quan hệ nhân thân với thành viên hộ gia đình","
Câu trả lời: Trích lại điều luật: Điều 21 Luật Cư trú: a) Tờ khai thay đổi thông tin cư trú;
Suy luận: Dựa vào điều luật này, chúng ta biết rằng hồ sơ đăng ký thường trú của công dân có chỗ ở hợp pháp thuộc quyền sở hữu của mình chỉ cần tờ khai thay đổi thông tin cư trú.
Kết luận: Câu nói ""Hồ sơ đăng ký thường trú của công dân có chỗ ở hợp pháp thuộc quyền sở hữu của mình bao gồm những gì?"" là đúng vì nó yêu cầu chính xác tờ khai thay đổi thông tin cư trú. "
TN-11,D,Luật Trọng tài thương mại,2,Trọng tài có thẩm quyền giải quyết tranh chấp trong những trường hợp nào?,"
Ví dụ:
Trích lại điều luật: Điều 43 Luật Trọng tài thương mại: 1. Trước khi xem xét nội dung vụ tranh chấp, Hội đồng trọng tài phải xem xét hiệu lực của thỏa thuận trọng tài; thỏa thuận trọng tài có thể thực hiện được hay không và xem xét thẩm quyền của mình. Trong trường hợp vụ việc thuộc thẩm quyền giải quyết của mình thì Hội đồng trọng tài tiến hành giải quyết tranh chấp theo quy định của Luật này. Trường hợp không thuộc thẩm quyền giải quyết của mình, thỏa thuận trọng tài vô hiệu hoặc xác định rõ thỏa thuận trọng tài không thể thực hiện được thì Hội đồng trọng tài quyết định đình chỉ việc giải quyết và thông báo ngay cho các bên biết.

Suy luận: Theo điều luật này, trước khi xem xét nội dung vụ tranh chấp, Hội đồng trọng tài phải kiểm tra tính hiệu lực của thỏa thuận trọng tài, khả năng thực hiện của nó và thẩm quyền của họ. Nếu"
TN-12,B,Luật Cư trú,7,Hành vi nào sau đây không thuộc hành vi bị nghiêm cấm về cư trú?,"
Ví dụ:
Trích lại điều luật: Điều 7 Luật Cư trú: text: Các hành vi bị nghiêm cấm về cư trú

1. Cản trở công dân thực hiện quyền tự do cư trú.

2. Lạm dụng việc sử dụng thông tin về nơi thường trú, nơi tạm trú làm điều kiện để hạn chế quyền, lợi ích hợp pháp của công dân.

3. Đưa, môi giới, nhận hối lộ trong việc đăng ký, quản lý cư trú.

Suy luận: Một số ví dụ về hành vi bị nghiêm cấm về cư trú bao gồm cản trở công dân thực hiện quyền tự do cư trú, lạm dụng việc sử dụng thông tin về nơi thường trú, nơi tạm trú làm điều kiện để hạn chế quyền, lợi ích hợp pháp của công dân, và đưa, môi giới, nhận hối lộ trong việc đăng ký, quản lý cư trú.

Kết luận: Câu nói ""Hà"
TN-13,C,Luật Hôn nhân và gia đình,4,Đâu không phải là vai trò của nhà nước là gì trong việc bảo hộ hôn nhân và gia đình?,"
Ví dụ:
Trích lại điều luật: Điều 2 Luật Hôn nhân và gia đình: text: Những nguyên tắc cơ bản của chế độ hôn nhân và gia đình
1. Hôn nhân tự nguyện, tiến bộ, một vợ một chồng, vợ chồng bình đẳng.

Đưa ra suy luận của bạn: Vai trò của nhà nước trong việc bảo hộ hôn nhân và gia đình bao gồm việc thúc đẩy hôn nhân tự nguyện, tiến bộ, một vợ một chồng, và vợ chồng bình đẳng.
kết luận: Không, vai trò của nhà nước không chỉ đơn giản là thúc đẩy hôn nhân tự nguyện, tiến bộ, một vợ một chồng, và vợ chồng bình đẳng. Nó cũng liên quan đến việc bảo vệ quyền và lợi ích hợp pháp của các bên trong quan hệ hôn nhân và gia đình có yếu tố nước ngoài, bảo hộ hôn nhân và gia đình, và tạo điều kiện để nam, nữ xác lập hôn nhân tự nguyện, tiến bộ"
TN-14,A,Luật Hôn nhân và gia đình,35,"Vợ chồng có quyền như nào trong việc chiếm hữu, sử dụng và định đoạt tài sản chung","
Câu trả lời: Trích lại điều luật: Điều 213 Bộ luật Dân sự: text: Sở hữu chung của vợ chồng

Suy luận: Theo điều luật này, vợ chồng có quyền ngang nhau trong việc chiếm hữu, sử dụng và định đoạt tài sản chung.

Kết luận: Dựa trên điều luật này, vợ chồng có quyền bình đẳng trong việc chiếm hữu, sử dụng và định đoạt tài sản chung. "
TN-15,C,Luật Du lịch,59,"Đâu không phải là điều kiện cấp thẻ dướng dẫn viên du lịch? A: Có quốc tịch Việt Nam, thường trú tại Việt Nam; B: Có năng lực hành vi dân sự đầy đủ; C: Tốt nghiệp đại học trở lên chuyên ngành kế toán; D: Không mắc bệnh truyền nhiễm, không sử dụng chất ma túy","
Ví dụ:
Trích lại điều luật: Điều 59 Luật Du lịch: a) Điều kiện quy định tại các điểm a, b và c khoản 1 Điều này;
Suy luận: Các điều kiện để cấp thẻ hướng dẫn viên du lịch bao gồm việc có quốc tịch Việt Nam, thường trú tại Việt Nam, tốt nghiệp trung cấp trở lên chuyên ngành hướng dẫn du lịch hoặc tương đương, đồng thời sử dụng thành thạo ngoại ngữ nếu cần thiết.
Kết luận: Câu trả lời đúng là A: Có quốc tịch Việt Nam, thường trú tại Việt Nam. "
