id,article_id,text
91/2015/QH13,141,"Phạm vi đại diện

1. Người đại diện chỉ được xác lập, thực hiện giao dịch dân sự trong phạm vi đại diện theo căn cứ sau đây:

a) Quyết định của cơ quan có thẩm quyền;

b) Điều lệ của pháp nhân;

c) Nội dung ủy quyền;

d) Quy định khác của pháp luật.

2. Trường hợp không xác định được cụ thể phạm vi đại diện theo quy định tại khoản 1 Điều này thì người đại diện theo pháp luật có quyền xác lập, thực hiện mọi giao dịch dân sự vì lợi ích của người được đại diện, trừ trường hợp pháp luật có quy định khác.

3. Một cá nhân, pháp nhân có thể đại diện cho nhiều cá nhân hoặc pháp nhân khác nhau nhưng không được nhân danh người được đại diện để xác lập, thực hiện giao dịch dân sự với chính mình hoặc với bên thứ ba mà mình cũng là người đại diện của người đó, trừ trường hợp pháp luật có quy định khác.

4. Người đại diện phải thông báo cho bên giao dịch biết về phạm vi đại diện của mình."
91/2015/QH13,142,"Hậu quả của giao dịch dân sự do người không có quyền đại diện xác lập, thực hiện

1. Giao dịch dân sự do người không có quyền đại diện xác lập, thực hiện không làm phát sinh quyền, nghĩa vụ đối với người được đại diện, trừ một trong các trường hợp sau đây:

a) Người được đại diện đã công nhận giao dịch;

b) Người được đại diện biết mà không phản đối trong một thời hạn hợp lý;

c) Người được đại diện có lỗi dẫn đến việc người đã giao dịch không biết hoặc không thể biết về việc người đã xác lập, thực hiện giao dịch dân sự với mình không có quyền đại diện.

2. Trường hợp giao dịch dân sự do người không có quyền đại diện xác lập, thực hiện không làm phát sinh quyền, nghĩa vụ đối với người được đại diện thì người không có quyền đại diện vẫn phải thực hiện nghĩa vụ đối với người đã giao dịch với mình, trừ trường hợp người đã giao dịch biết hoặc phải biết về việc không có quyền đại diện mà vẫn giao dịch.

3. Người đã giao dịch với người không có quyền đại diện có quyền đơn phương chấm dứt thực hiện hoặc hủy bỏ giao dịch dân sự đã xác lập và yêu cầu bồi thường thiệt hại, trừ trường hợp người đó biết hoặc phải biết về việc không có quyền đại diện mà vẫn giao dịch hoặc trường hợp quy định tại điểm a khoản 1 Điều này.

4. Trường hợp người không có quyền đại diện và người đã giao dịch cố ý xác lập, thực hiện giao dịch dân sự mà gây thiệt hại cho người được đại diện thì phải chịu trách nhiệm liên đới bồi thường thiệt hại."
91/2015/QH13,143,"Hậu quả của giao dịch dân sự do người đại diện xác lập, thực hiện vượt quá phạm vi đại diện

1. Giao dịch dân sự do người đại diện xác lập, thực hiện vượt quá phạm vi đại diện không làm phát sinh quyền, nghĩa vụ của người được đại diện đối với phần giao dịch được thực hiện vượt quá phạm vi đại diện, trừ một trong các trường hợp sau đây:

a) Người được đại diện đồng ý;

b) Người được đại diện biết mà không phản đối trong một thời hạn hợp lý;

c) Người được đại diện có lỗi dẫn đến việc người đã giao dịch không biết hoặc không thể biết về việc người đã xác lập, thực hiện giao dịch dân sự với mình vượt quá phạm vi đại diện.

2. Trường hợp giao dịch dân sự do người đại diện xác lập, thực hiện vượt quá phạm vi đại diện không làm phát sinh quyền, nghĩa vụ của người được đại diện đối với phần giao dịch được xác lập, thực hiện vượt quá phạm vi đại diện thì người đại diện phải thực hiện nghĩa vụ đối với người đã giao dịch với mình về phần giao dịch vượt quá phạm vi đại diện, trừ trường hợp người đã giao dịch biết hoặc phải biết về việc vượt quá phạm vi đại diện mà vẫn giao dịch.

3. Người đã giao dịch với người đại diện có quyền đơn phương chấm dứt thực hiện hoặc hủy bỏ giao dịch dân sự đối với phần vượt quá phạm vi đại diện hoặc toàn bộ giao dịch dân sự và yêu cầu bồi thường thiệt hại, trừ trường hợp người đó biết hoặc phải biết về việc vượt quá phạm vi đại diện mà vẫn giao dịch hoặc trường hợp quy định tại điểm a khoản 1 Điều này.

4. Trường hợp người đại diện và người giao dịch với người đại diện cố ý xác lập, thực hiện giao dịch dân sự vượt quá phạm vi đại diện mà gây thiệt hại cho người được đại diện thì phải chịu trách nhiệm liên đới bồi thường thiệt hại."
91/2015/QH13,144,"Thời hạn

1. Thời hạn là một khoảng thời gian được xác định từ thời điểm này đến thời điểm khác.

2. Thời hạn có thể được xác định bằng phút, giờ, ngày, tuần, tháng, năm hoặc bằng một sự kiện có thể sẽ xảy ra."
91/2015/QH13,145,"Áp dụng cách tính thời hạn

1. Cách tính thời hạn được áp dụng theo quy định của Bộ luật này, trừ trường hợp có thỏa thuận khác hoặc pháp luật có quy định khác.

2. Thời hạn được tính theo dương lịch, trừ trường hợp có thỏa thuận khác."
91/2015/QH13,146,"Quy định về thời hạn, thời điểm tính thời hạn

1. Trường hợp các bên có thỏa thuận về thời hạn là một năm, nửa năm, một tháng, nửa tháng, một tuần, một ngày, một giờ, một phút mà khoảng thời gian diễn ra không liền nhau thì thời hạn đó được tính như sau:

a) Một năm là ba trăm sáu mươi lăm ngày;

b) Nửa năm là sáu tháng;

c) Một tháng là ba mươi ngày;

d) Nửa tháng là mười lăm ngày;

đ) Một tuần là bảy ngày;

e) Một ngày là hai mươi tư giờ;

g) Một giờ là sáu mươi phút;

h) Một phút là sáu mươi giây.

2. Trường hợp các bên thỏa thuận về thời điểm đầu tháng, giữa tháng, cuối tháng thì thời điểm đó được quy định như sau:

a) Đầu tháng là ngày đầu tiên của tháng;

b) Giữa tháng là ngày thứ mười lăm của tháng;

c) Cuối tháng là ngày cuối cùng của tháng.

3. Trường hợp các bên thỏa thuận về thời điểm đầu năm, giữa năm, cuối năm thì thời điểm đó được quy định như sau:

a) Đầu năm là ngày đầu tiên của tháng một;

b) Giữa năm là ngày cuối cùng của tháng sáu;

c) Cuối năm là ngày cuối cùng của tháng mười hai."
91/2015/QH13,147,"Thời điểm bắt đầu thời hạn

1. Khi thời hạn được xác định bằng phút, giờ thì thời hạn được bắt đầu từ thời điểm đã xác định.

2. Khi thời hạn được xác định bằng ngày, tuần, tháng, năm thì ngày đầu tiên của thời hạn không được tính mà tính từ ngày tiếp theo liền kề ngày được xác định.

3. Khi thời hạn bắt đầu bằng một sự kiện thì ngày xảy ra sự kiện không được tính mà tính từ ngày tiếp theo liền kề của ngày xảy ra sự kiện đó."
91/2015/QH13,148,"Kết thúc thời hạn

1. Khi thời hạn tính bằng ngày thì thời hạn kết thúc tại thời điểm kết thúc ngày cuối cùng của thời hạn.

2. Khi thời hạn tính bằng tuần thì thời hạn kết thúc tại thời điểm kết thúc ngày tương ứng của tuần cuối cùng của thời hạn.

3. Khi thời hạn tính bằng tháng thì thời hạn kết thúc tại thời điểm kết thúc ngày tương ứng của tháng cuối cùng của thời hạn; nếu tháng kết thúc thời hạn không có ngày tương ứng thì thời hạn kết thúc vào ngày cuối cùng của tháng đó.

4. Khi thời hạn tính bằng năm thì thời hạn kết thúc tại thời điểm kết thúc ngày, tháng tương ứng của năm cuối cùng của thời hạn.

5. Khi ngày cuối cùng của thời hạn là ngày nghỉ cuối tuần hoặc ngày nghỉ lễ thì thời hạn kết thúc tại thời điểm kết thúc ngày làm việc tiếp theo ngày nghỉ đó.

6. Thời điểm kết thúc ngày cuối cùng của thời hạn vào lúc hai mươi tư giờ của ngày đó."
91/2015/QH13,149,"Thời hiệu

1. Thời hiệu là thời hạn do luật quy định mà khi kết thúc thời hạn đó thì phát sinh hậu quả pháp lý đối với chủ thể theo điều kiện do luật quy định.

Thời hiệu được áp dụng theo quy định của Bộ luật này, luật khác có liên quan.

2. Tòa án chỉ áp dụng quy định về thời hiệu theo yêu cầu áp dụng thời hiệu của một bên hoặc các bên với điều kiện yêu cầu này phải được đưa ra trước khi Tòa án cấp sơ thẩm ra bản án, quyết định giải quyết vụ, việc.

Người được hưởng lợi từ việc áp dụng thời hiệu có quyền từ chối áp dụng thời hiệu, trừ trường hợp việc từ chối đó nhằm mục đích trốn tránh thực hiện nghĩa vụ."
91/2015/QH13,150,"Các loại thời hiệu

1. Thời hiệu hưởng quyền dân sự là thời hạn mà khi kết thúc thời hạn đó thì chủ thể được hưởng quyền dân sự.

2. Thời hiệu miễn trừ nghĩa vụ dân sự là thời hạn mà khi kết thúc thời hạn đó thì người có nghĩa vụ dân sự được miễn việc thực hiện nghĩa vụ.

3. Thời hiệu khởi kiện là thời hạn mà chủ thể được quyền khởi kiện để yêu cầu Tòa án giải quyết vụ án dân sự bảo vệ quyền và lợi ích hợp pháp bị xâm phạm; nếu thời hạn đó kết thúc thì mất quyền khởi kiện.

4. Thời hiệu yêu cầu giải quyết việc dân sự là thời hạn mà chủ thể được quyền yêu cầu Tòa án giải quyết việc dân sự để bảo vệ quyền và lợi ích hợp pháp của cá nhân, pháp nhân, lợi ích quốc gia, dân tộc, lợi ích công cộng; nếu thời hạn đó kết thúc thì mất quyền yêu cầu."
91/2015/QH13,151,"Cách tính thời hiệu

Thời hiệu được tính từ thời điểm bắt đầu ngày đầu tiên của thời hiệu và chấm dứt tại thời điểm kết thúc ngày cuối cùng của thời hiệu."
91/2015/QH13,152,"Hiệu lực của thời hiệu hưởng quyền dân sự, miễn trừ nghĩa vụ dân sự

Trường hợp pháp luật quy định cho các chủ thể được hưởng quyền dân sự hoặc được miễn trừ nghĩa vụ dân sự theo thời hiệu thì chỉ sau khi thời hiệu đó kết thúc, việc hưởng quyền dân sự hoặc miễn trừ nghĩa vụ dân sự mới có hiệu lực."
91/2015/QH13,153,"Tính liên tục của thời hiệu hưởng quyền dân sự, miễn trừ nghĩa vụ dân sự

1. Thời hiệu hưởng quyền dân sự, miễn trừ nghĩa vụ dân sự có tính liên tục từ khi bắt đầu cho đến khi kết thúc; nếu có sự kiện làm gián đoạn thì thời hiệu phải được tính lại từ đầu, sau khi sự kiện làm gián đoạn chấm dứt.

2. Thời hiệu hưởng quyền dân sự, miễn trừ nghĩa vụ dân sự bị gián đoạn khi có một trong các sự kiện sau đây:

a) Có sự giải quyết bằng một quyết định có hiệu lực pháp luật của cơ quan nhà nước có thẩm quyền đối với quyền, nghĩa vụ dân sự đang được áp dụng thời hiệu;

b) Quyền, nghĩa vụ dân sự đang được áp dụng thời hiệu mà bị người có quyền, nghĩa vụ liên quan tranh chấp và đã được giải quyết bằng một bản án, quyết định có hiệu lực pháp luật của Tòa án.

3. Thời hiệu cũng được tính liên tục trong trường hợp việc hưởng quyền dân sự, miễn trừ nghĩa vụ dân sự được chuyển giao hợp pháp cho người khác."
91/2015/QH13,154,"Bắt đầu thời hiệu khởi kiện vụ án dân sự, thời hiệu yêu cầu giải quyết việc dân sự

1. Thời hiệu khởi kiện vụ án dân sự được tính từ ngày người có quyền yêu cầu biết hoặc phải biết quyền, lợi ích hợp pháp của mình bị xâm phạm, trừ trường hợp pháp luật có quy định khác.

2. Thời hiệu yêu cầu giải quyết việc dân sự được tính từ ngày phát sinh quyền yêu cầu, trừ trường hợp pháp luật có quy định khác."
91/2015/QH13,155,"Không áp dụng thời hiệu khởi kiện

Thời hiệu khởi kiện không áp dụng trong trường hợp sau đây:

1. Yêu cầu bảo vệ quyền nhân thân không gắn với tài sản.

2. Yêu cầu bảo vệ quyền sở hữu, trừ trường hợp Bộ luật này, luật khác có liên quan quy định khác.

3. Tranh chấp về quyền sử dụng đất theo quy định của Luật đất đai.

4. Trường hợp khác do luật quy định."
91/2015/QH13,156,"Thời gian không tính vào thời hiệu khởi kiện vụ án dân sự, thời hiệu yêu cầu giải quyết việc dân sự

Thời gian không tính vào thời hiệu khởi kiện vụ án dân sự, thời hiệu yêu cầu giải quyết việc dân sự là khoảng thời gian xảy ra một trong các sự kiện sau đây:

1. Sự kiện bất khả kháng hoặc trở ngại khách quan làm cho chủ thể có quyền khởi kiện, quyền yêu cầu không thể khởi kiện, yêu cầu trong phạm vi thời hiệu.

Sự kiện bất khả kháng là sự kiện xảy ra một cách khách quan không thể lường trước được và không thể khắc phục được mặc dù đã áp dụng mọi biện pháp cần thiết và khả năng cho phép.

Trở ngại khách quan là những trở ngại do hoàn cảnh khách quan tác động làm cho người có quyền, nghĩa vụ dân sự không thể biết về việc quyền, lợi ích hợp pháp của mình bị xâm phạm hoặc không thể thực hiện được quyền, nghĩa vụ dân sự của mình;

2. Chưa có người đại diện trong trường hợp người có quyền khởi kiện, người có quyền yêu cầu là người chưa thành niên, mất năng lực hành vi dân sự, có khó khăn trong nhận thức, làm chủ hành vi hoặc bị hạn chế năng lực hành vi dân sự;

3. Người chưa thành niên, người mất năng lực hành vi dân sự, người có khó khăn trong nhận thức, làm chủ hành vi, người bị hạn chế năng lực hành vi dân sự chưa có người đại diện khác thay thế trong trường hợp sau đây:

a) Người đại diện chết nếu là cá nhân, chấm dứt tồn tại nếu là pháp nhân;

b) Người đại diện vì lý do chính đáng mà không thể tiếp tục đại diện được."
91/2015/QH13,157,"Bắt đầu lại thời hiệu khởi kiện vụ án dân sự

1. Thời hiệu khởi kiện vụ án dân sự bắt đầu lại trong trường hợp sau đây:

a) Bên có nghĩa vụ đã thừa nhận một phần hoặc toàn bộ nghĩa vụ của mình đối với người khởi kiện;

b) Bên có nghĩa vụ thừa nhận hoặc thực hiện xong một phần nghĩa vụ của mình đối với người khởi kiện;

c) Các bên đã tự hòa giải với nhau.

2. Thời hiệu khởi kiện vụ án dân sự bắt đầu lại kể từ ngày tiếp theo sau ngày xảy ra sự kiện quy định tại khoản 1 Điều này.

Phần thứ hai

QUYỀN SỞ HỮU VÀ QUYỀN KHÁC ĐỐI VỚI TÀI SẢN"
91/2015/QH13,158,"Quyền sở hữu

Quyền sở hữu bao gồm quyền chiếm hữu, quyền sử dụng và quyền định đoạt tài sản của chủ sở hữu theo quy định của luật."
91/2015/QH13,159,"Quyền khác đối với tài sản

1. Quyền khác đối với tài sản là quyền của chủ thể trực tiếp nắm giữ, chi phối tài sản thuộc quyền sở hữu của chủ thể khác.

2. Quyền khác đối với tài sản bao gồm:

a) Quyền đối với bất động sản liền kề;

b) Quyền hưởng dụng;

c) Quyền bề mặt."
91/2015/QH13,160,"Nguyên tắc xác lập, thực hiện quyền sở hữu, quyền khác đối với tài sản

1. Quyền sở hữu, quyền khác đối với tài sản được xác lập, thực hiện trong trường hợp Bộ luật này, luật khác có liên quan quy định.

Quyền khác đối với tài sản vẫn có hiệu lực trong trường hợp quyền sở hữu được chuyển giao, trừ trường hợp Bộ luật này, luật khác có liên quan quy định khác.

2. Chủ sở hữu được thực hiện mọi hành vi theo ý chí của mình đối với tài sản nhưng không được trái với quy định của luật, gây thiệt hại hoặc làm ảnh hưởng đến lợi ích quốc gia, dân tộc, lợi ích công cộng, quyền và lợi ích hợp pháp của người khác.

3. Chủ thể có quyền khác đối với tài sản được thực hiện mọi hành vi trong phạm vi quyền được quy định tại Bộ luật này, luật khác có liên quan nhưng không được gây thiệt hại hoặc làm ảnh hưởng đến lợi ích quốc gia, dân tộc, lợi ích công cộng, quyền và lợi ích hợp pháp của chủ sở hữu tài sản hoặc của người khác."
91/2015/QH13,161,"Thời điểm xác lập quyền sở hữu, quyền khác đối với tài sản

1. Thời điểm xác lập quyền sở hữu, quyền khác đối với tài sản thực hiện theo quy định của Bộ luật này, luật khác có liên quan; trường hợp luật không có quy định thì thực hiện theo thỏa thuận của các bên; trường hợp luật không quy định và các bên không có thỏa thuận thì thời điểm xác lập quyền sở hữu, quyền khác đối với tài sản là thời điểm tài sản được chuyển giao.

Thời điểm tài sản được chuyển giao là thời điểm bên có quyền hoặc người đại diện hợp pháp của họ chiếm hữu tài sản.

2. Trường hợp tài sản chưa được chuyển giao mà phát sinh hoa lợi, lợi tức thì hoa lợi, lợi tức thuộc về bên có tài sản chuyển giao, trừ trường hợp có thỏa thuận khác."
91/2015/QH13,162,"Chịu rủi ro về tài sản

1. Chủ sở hữu phải chịu rủi ro về tài sản thuộc sở hữu của mình, trừ trường hợp có thỏa thuận khác hoặc Bộ luật này, luật khác có liên quan quy định khác.

2. Chủ thể có quyền khác đối với tài sản phải chịu rủi ro về tài sản trong phạm vi quyền của mình, trừ trường hợp có thỏa thuận khác với chủ sở hữu tài sản hoặc Bộ luật này, luật khác có liên quan quy định khác."
91/2015/QH13,163,"Bảo vệ quyền sở hữu, quyền khác đối với tài sản

1. Không ai có thể bị hạn chế, bị tước đoạt trái luật quyền sở hữu, quyền khác đối với tài sản.

2. Trường hợp thật cần thiết vì lý do quốc phòng, an ninh hoặc vì lợi ích quốc gia, tình trạng khẩn cấp, phòng chống thiên tai, Nhà nước trưng mua hoặc trưng dụng có bồi thường tài sản của tổ chức, cá nhân theo giá thị trường."
91/2015/QH13,164,"Biện pháp bảo vệ quyền sở hữu, quyền khác đối với tài sản

1. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền tự bảo vệ, ngăn chặn bất kỳ người nào có hành vi xâm phạm quyền của mình bằng những biện pháp không trái với quy định của pháp luật.

2. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền yêu cầu Tòa án, cơ quan nhà nước có thẩm quyền khác buộc người có hành vi xâm phạm quyền phải trả lại tài sản, chấm dứt hành vi cản trở trái pháp luật việc thực hiện quyền sở hữu, quyền khác đối với tài sản và yêu cầu bồi thường thiệt hại."
91/2015/QH13,165,"Chiếm hữu có căn cứ pháp luật

1. Chiếm hữu có căn cứ pháp luật là việc chiếm hữu tài sản trong trường hợp sau đây:

a) Chủ sở hữu chiếm hữu tài sản;

b) Người được chủ sở hữu ủy quyền quản lý tài sản;

c) Người được chuyển giao quyền chiếm hữu thông qua giao dịch dân sự phù hợp với quy định của pháp luật;

d) Người phát hiện và giữ tài sản vô chủ, tài sản không xác định được ai là chủ sở hữu, tài sản bị đánh rơi, bị bỏ quên, bị chôn, giấu, bị vùi lấp, chìm đắm phù hợp với điều kiện theo quy định của Bộ luật này, quy định khác của pháp luật có liên quan;

đ) Người phát hiện và giữ gia súc, gia cầm, vật nuôi dưới nước bị thất lạc phù hợp với điều kiện theo quy định của Bộ luật này, quy định khác của pháp luật có liên quan;

e) Trường hợp khác do pháp luật quy định.

2. Việc chiếm hữu tài sản không phù hợp với quy định tại khoản 1 Điều này là chiếm hữu không có căn cứ pháp luật."
91/2015/QH13,166,"Quyền đòi lại tài sản

1. Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền đòi lại tài sản từ người chiếm hữu, người sử dụng tài sản, người được lợi về tài sản không có căn cứ pháp luật.

2. Chủ sở hữu không có quyền đòi lại tài sản từ sự chiếm hữu của chủ thể đang có quyền khác đối với tài sản đó."
91/2015/QH13,167,"Quyền đòi lại động sản không phải đăng ký quyền sở hữu từ người chiếm hữu ngay tình

Chủ sở hữu có quyền đòi lại động sản không phải đăng ký quyền sở hữu từ người chiếm hữu ngay tình trong trường hợp người chiếm hữu ngay tình có được động sản này thông qua hợp đồng không có đền bù với người không có quyền định đoạt tài sản; trường hợp hợp đồng này là hợp đồng có đền bù thì chủ sở hữu có quyền đòi lại động sản nếu động sản đó bị lấy cắp, bị mất hoặc trường hợp khác bị chiếm hữu ngoài ý chí của chủ sở hữu."
91/2015/QH13,168,"Quyền đòi lại động sản phải đăng ký quyền sở hữu hoặc bất động sản từ người chiếm hữu ngay tình

Chủ sở hữu được đòi lại động sản phải đăng ký quyền sở hữu hoặc bất động sản từ người chiếm hữu ngay tình, trừ trường hợp quy định tại khoản 2 Điều 133 của Bộ luật này."
91/2015/QH13,169,"Quyền yêu cầu chấm dứt hành vi cản trở trái pháp luật đối với việc thực hiện quyền sở hữu, quyền khác đối với tài sản

Khi thực hiện quyền sở hữu, quyền khác đối với tài sản, chủ thể có quyền yêu cầu người có hành vi cản trở trái pháp luật phải chấm dứt hành vi đó hoặc có quyền yêu cầu Tòa án, cơ quan nhà nước có thẩm quyền khác buộc người đó chấm dứt hành vi vi phạm."
91/2015/QH13,170,"Quyền yêu cầu bồi thường thiệt hại

Chủ sở hữu, chủ thể có quyền khác đối với tài sản có quyền yêu cầu người có hành vi xâm phạm quyền sở hữu, quyền khác đối với tài sản bồi thường thiệt hại."
91/2015/QH13,171,"Quyền và nghĩa vụ của chủ sở hữu, chủ thể có quyền khác đối với tài sản trong trường hợp xảy ra tình thế cấp thiết

1. Tình thế cấp thiết là tình thế của người vì muốn tránh một nguy cơ đang thực tế đe dọa trực tiếp lợi ích công cộng, quyền, lợi ích hợp pháp của mình hoặc của người khác mà không còn cách nào khác là phải có hành động gây một thiệt hại nhỏ hơn thiệt hại cần ngăn chặn.

2. Trong tình thế cấp thiết, chủ sở hữu, chủ thể có quyền khác đối với tài sản không được cản trở người khác dùng tài sản của mình hoặc cản trở người khác gây thiệt hại đối với tài sản đó để ngăn chặn, làm giảm mối nguy hiểm hoặc thiệt hại lớn hơn có nguy cơ xảy ra.

3. Gây thiệt hại trong tình thế cấp thiết không phải là hành vi xâm phạm quyền sở hữu, quyền khác đối với tài sản. Chủ sở hữu, chủ thể có quyền khác đối với tài sản bị thiệt hại trong tình thế cấp thiết được bồi thường thiệt hại theo quy định tại Điều 595 của Bộ luật này."
91/2015/QH13,172,"Nghĩa vụ bảo vệ môi trường

Khi thực hiện quyền sở hữu, quyền khác đối với tài sản thì chủ thể phải tuân theo quy định của pháp luật về bảo vệ môi trường; nếu làm ô nhiễm môi trường thì phải chấm dứt hành vi gây ô nhiễm, thực hiện các biện pháp để khắc phục hậu quả và bồi thường thiệt hại."
91/2015/QH13,173,"Nghĩa vụ tôn trọng, bảo đảm trật tự, an toàn xã hội

Khi thực hiện quyền sở hữu, quyền khác đối với tài sản thì chủ thể phải tôn trọng, bảo đảm trật tự, an toàn xã hội, không được lạm dụng quyền để gây mất trật tự, an toàn xã hội, làm thiệt hại đến lợi ích quốc gia, dân tộc, lợi ích công cộng, quyền, lợi ích hợp pháp của người khác."
91/2015/QH13,174,"Nghĩa vụ tôn trọng quy tắc xây dựng

Khi xây dựng công trình, chủ sở hữu, chủ thể có quyền khác đối với tài sản phải tuân theo pháp luật về xây dựng, bảo đảm an toàn, không được xây vượt quá độ cao, khoảng cách mà pháp luật về xây dựng quy định và không được xâm phạm đến quyền, lợi ích hợp pháp của chủ sở hữu, người có quyền khác đối với tài sản là bất động sản liền kề và xung quanh."
91/2015/QH13,175,"Ranh giới giữa các bất động sản

1. Ranh giới giữa các bất động sản liền kề được xác định theo thỏa thuận hoặc theo quyết định của cơ quan nhà nước có thẩm quyền.

Ranh giới cũng có thể được xác định theo tập quán hoặc theo ranh giới đã tồn tại từ 30 năm trở lên mà không có tranh chấp.

Không được lấn, chiếm, thay đổi mốc giới ngăn cách, kể cả trường hợp ranh giới là kênh, mương, hào, rãnh, bờ ruộng. Mọi chủ thể có nghĩa vụ tôn trọng, duy trì ranh giới chung.

2. Người sử dụng đất được sử dụng không gian và lòng đất theo chiều thẳng đứng từ ranh giới của thửa đất phù hợp với quy định của pháp luật và không được làm ảnh hưởng đến việc sử dụng đất của người khác.

Người sử dụng đất chỉ được trồng cây và làm các việc khác trong khuôn viên đất thuộc quyền sử dụng của mình và theo ranh giới đã được xác định; nếu rễ cây, cành cây vượt quá ranh giới thì phải xén rễ, cắt, tỉa cành phần vượt quá, trừ trường hợp có thỏa thuận khác."
91/2015/QH13,176,"Mốc giới ngăn cách các bất động sản

1. Chủ sở hữu bất động sản chỉ được dựng cột mốc, hàng rào, trồng cây, xây tường ngăn trên phần đất thuộc quyền sử dụng của mình.

2. Các chủ sở hữu bất động sản liền kề có thể thỏa thuận với nhau về việc dựng cột mốc, hàng rào, trồng cây, xây tường ngăn trên ranh giới để làm mốc giới ngăn cách giữa các bất động sản; những vật mốc giới này là sở hữu chung của các chủ thể đó.

Trường hợp mốc giới ngăn cách chỉ do một bên tạo nên trên ranh giới và được chủ sở hữu bất động sản liền kề đồng ý thì mốc giới ngăn cách đó là sở hữu chung, chi phí để xây dựng do bên tạo nên chịu, trừ trường hợp có thỏa thuận khác; nếu chủ sở hữu bất động sản liền kề không đồng ý mà có lý do chính đáng thì chủ sở hữu đã dựng cột mốc, hàng rào, trồng cây, xây tường ngăn phải dỡ bỏ.

3. Đối với mốc giới là tường nhà chung, chủ sở hữu bất động sản liền kề không được trổ cửa sổ, lỗ thông khí hoặc đục tường để đặt kết cấu xây dựng, trừ trường hợp được chủ sở hữu bất động sản liền kề đồng ý.

Trường hợp nhà xây riêng biệt nhưng tường sát liền nhau thì chủ sở hữu cũng chỉ được đục tường, đặt kết cấu xây dựng đến giới hạn ngăn cách tường của mình.

Đối với cây là mốc giới chung, các bên đều có nghĩa vụ bảo vệ; hoa lợi thu được từ cây được chia đều, trừ trường hợp có thỏa thuận khác."
91/2015/QH13,177,"Bảo đảm an toàn trong trường hợp cây cối, công trình có nguy cơ gây thiệt hại

1. Trường hợp cây cối, công trình xây dựng có nguy cơ sập đổ xuống bất động sản liền kề và xung quanh thì chủ sở hữu tài sản thực hiện ngay các biện pháp khắc phục, chặt cây, sửa chữa hoặc dỡ bỏ công trình xây dựng đó theo yêu cầu của chủ sở hữu bất động sản liền kề và xung quanh hoặc theo yêu cầu của cơ quan nhà nước có thẩm quyền; nếu không tự nguyện thực hiện thì chủ sở hữu bất động sản liền kề và xung quanh có quyền yêu cầu cơ quan nhà nước có thẩm quyền cho chặt cây, phá dỡ. Chi phí chặt cây, phá dỡ do chủ sở hữu cây cối, công trình xây dựng chịu.

2. Khi đào giếng, đào ao hoặc xây dựng công trình dưới mặt đất, chủ sở hữu công trình phải đào, xây cách mốc giới một khoảng cách do pháp luật về xây dựng quy định.

Khi xây dựng công trình vệ sinh, kho chứa chất độc hại và các công trình khác mà việc sử dụng có khả năng gây ô nhiễm môi trường thì chủ sở hữu tài sản đó phải xây cách mốc giới một khoảng cách và ở vị trí hợp lý, phải bảo đảm vệ sinh, an toàn và không làm ảnh hưởng đến chủ sở hữu bất động sản khác.

3. Trường hợp gây thiệt hại cho chủ sở hữu bất động sản liền kề và xung quanh quy định tại khoản 1 và khoản 2 Điều này thì chủ sở hữu cây cối, công trình phải bồi thường."
91/2015/QH13,178,"Trổ cửa nhìn sang bất động sản liền kề

1. Chủ sở hữu nhà chỉ được trổ cửa ra vào, cửa sổ quay sang nhà bên cạnh, nhà đối diện và đường đi chung theo quy định của pháp luật về xây dựng.

2. Mặt dưới mái che trên cửa ra vào, mặt dưới mái che cửa sổ quay ra đường đi chung phải cách mặt đất từ 2,5 mét trở lên."
91/2015/QH13,179,"Khái niệm chiếm hữu

1. Chiếm hữu là việc chủ thể nắm giữ, chi phối tài sản một cách trực tiếp hoặc gián tiếp như chủ thể có quyền đối với tài sản.

2. Chiếm hữu bao gồm chiếm hữu của chủ sở hữu và chiếm hữu của người không phải là chủ sở hữu.

Việc chiếm hữu của người không phải là chủ sở hữu không thể là căn cứ xác lập quyền sở hữu, trừ trường hợp quy định tại các điều 228, 229, 230, 231, 232, 233 và 236 của Bộ luật này."
91/2015/QH13,180,"Chiếm hữu ngay tình

Chiếm hữu ngay tình là việc chiếm hữu mà người chiếm hữu có căn cứ để tin rằng mình có quyền đối với tài sản đang chiếm hữu."
91/2015/QH13,181,"Chiếm hữu không ngay tình

Chiếm hữu không ngay tình là việc chiếm hữu mà người chiếm hữu biết hoặc phải biết rằng mình không có quyền đối với tài sản đang chiếm hữu."
91/2015/QH13,182,"Chiếm hữu liên tục

1. Chiếm hữu liên tục là việc chiếm hữu được thực hiện trong một khoảng thời gian mà không có tranh chấp về quyền đối với tài sản đó hoặc có tranh chấp nhưng chưa được giải quyết bằng một bản án, quyết định có hiệu lực pháp luật của Tòa án hoặc cơ quan nhà nước có thẩm quyền khác, kể cả khi tài sản được giao cho người khác chiếm hữu.

2. Việc chiếm hữu không liên tục không được coi là căn cứ để suy đoán về tình trạng và quyền của người chiếm hữu được quy định tại Điều 184 của Bộ luật này."
