example_id,label,id,article_id,statement
q-138,được tính vào giờ làm việc,45/2019/QH14,109,Nếu người lao động làm việc theo ca liên tục từ 06 giờ trở lên thì thời gian nghỉ sẽ được tính như thế nào?
q-139,01 tháng ít nhất 04 ngày,45/2019/QH14,111,Trong trường hợp đặc biệt do chu kỳ lao động không thể nghỉ hằng tuần thì người sử dụng lao động phải bố trí ngày nghỉ ra sao?
q-140,ược nghỉ bù ngày nghỉ hằng tuần vào ngày làm việc kế tiếp,45/2019/QH14,111,"Nếu ngày nghỉ hằng tuần trùng với ngày nghỉ lễ, tết thì người lao động sẽ được nghỉ như thế nào?"
q-141,12 ngày,45/2019/QH14,113,Đôi với người lao động trong đièu kiện bình thường thì được nghỉ bao lâu 1 năm?
q-142,16 ngày,45/2019/QH14,113,Đối với người làm việc trong môi trường độc hại thì hằng năm được nghỉ bao nhiêu ngày?
q-143,theo tỷ lệ tương ứng với số tháng làm việc,45/2019/QH14,113,Người lao động làm việc chưa được 12 tháng thì sẽ được nghỉ hằng năm bao nhiêu ngày?
q-144,nghỉ hằng năm thành nhiều lần hoặc nghỉ gộp tối đa 03 năm một lần,45/2019/QH14,113,Người lao động có thể thỏa thuận nghỉ hằng năm như thế nào?
q-145,03 ngày,45/2019/QH14,115,Khi người lao động kết hôn thì sẽ được nghỉ có lương bao nhiêu ngày?
q-146,01 ngày,45/2019/QH14,115,Trong trường hợp anh chị chết thì người lao động được hưởng nghỉ có lương bao nhiêu ngày?
q-147,10 người,45/2019/QH14,119,Người sử dụng lao  phải đăng ký nội quy lao động đối khi có bao nhiêu lao động?
q-148,"thông báo, hướng dẫn người sử dụng lao động sửa đổi, bổ sung và đăng ký lại",45/2019/QH14,119,Cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh làm gì khi phát hiện sai phạm trong hồ sơ đăng ký nội quy lao động được nộp trong vòng 7 ngày?
q-149,15 ngày,45/2019/QH14,121,Sau bao lâu thì nội quy lao động có hiệu lực sau khi cơ quan nhà nước có thẩm quyền nhận đầy đủ hồ sơ đăng ký?
q-150,người đại diện theo pháp luật,45/2019/QH14,122,Đối với người lao động dưới 15 tuổi thì cần có ai tham gia khi bị kỷ luật?
q-151,bệnh tâm thần hoặc một bệnh khác làm mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình,45/2019/QH14,122,Không được kỷ luật đối với người mắc bệnh gì?
q-152,12 tháng,45/2019/QH14,123,"Trong trường hợp vi phạm nhiều lần và ảnh hướng đến tài chính của người sử dụng lạo động, thời hiệu xử lý kỹ luật là bao lâu?"
q-153,05 ngày,45/2019/QH14,125,Người lao động sẽ bị sả thải nếu bỏ việc bao nhiêu ngày cộng dồn trong vòng 30 ngày mà không có lý do chính đáng?
q-154,50%,45/2019/QH14,128,"Trong thời gian bị đình chỉ công việc, người lao động được tạm ứng bao nhiêu phần trăm tiền lương trước khi bị đình chỉ công việc?"
q-155,03 tháng tiền lương và bị khấu trừ hằng tháng vào lương,45/2019/QH14,129,Nếu người lao động gây thiệt hại không quá 10 tháng lương tối thiểu thi phải bồi thường bao nhiêu?
q-156,"trường hợp do thiên tai, hỏa hoạn, địch họa, dịch bệnh nguy hiểm, thảm họa, sự kiện xảy ra khách quan không thể lường trước được và không thể khắc phục được mặc dù đã áp dụng mọi biện pháp cần thiết và khả năng cho phép",45/2019/QH14,129,Người lao động không phải bồi thường trong trường hợp nào?
q-157,buồng tắm và buồng vệ sinh phù hợp,45/2019/QH14,136,Cần đảm bảo điều gì cho người lao động nữ tại nơi làm việc?
q-158,từ tháng thứ 06,45/2019/QH14,137,"Không được sử dụng lao động nữ khi họ mang thang từ tháng thứ bao nhiêu trong trường hợp làm việc ban đêm, làm thêm giờ và đi công tác xa ở vùng cao, vùng sâu, vùng xa, biên giới, hải đảo?"
q-159,"chuyển sang làm công việc nhẹ hơn, an toàn hơn hoặc giảm bớt 01 giờ làm việc hằng ngày mà không bị cắt giảm tiền lương và quyền, lợi ích cho đến hết thời gian nuôi con dưới 12 tháng tuổi",45/2019/QH14,137,"Cần phải làm gì đối với lao động đang mang thai và đang làm công việc nặng nhọc, độc hại, nguy hiểm?"
q-160,giao kết hợp đồng lao động mới,45/2019/QH14,137,Trong trường hợp hợp đồng lao động hết hạn trong thời gian lao động nữ mang thai hoặc nuôi con dưới 12 tháng tuổi thì người sử dụng lao động phải ưu tiên làm gì?
q-161,"có xác nhận của cơ sở khám bệnh, chữa bệnh có thẩm quyền về việc tiếp tục làm việc sẽ ảnh hưởng xấu tới thai nhi",45/2019/QH14,138,Lao động nữ có thể đơn phương chấm dứt hợp đồng trong trường hợp nào?
q-162,"tối thiểu phải bằng thời gian do cơ sở khám bệnh, chữa bệnh có thẩm quyền chỉ định tạm nghỉ",45/2019/QH14,138,"Khi có chỉ định của cơ sở khám bênh, người lao động nữ có thẻ tạm hõa thực hiện hợp đồng lao động trong bao lâu?"
q-163,"được người sử dụng lao động đồng ý và có xác nhận của cơ sở khám bệnh, chữa bệnh có thẩm quyền về việc đi làm sớm không có hại cho sức khỏe của người lao động",45/2019/QH14,139,Người lao động nữ chỉ được phép đi làm trở lại sớm sau khi nghỉ thai sản trong điều kiện nào?
q-164,Giao dịch dân sự,91/2015/QH13,116,"Hợp đồng hoặc hành vi pháp lý đơn phương làm phát sinh, thay đổi hoặc chấm dứt quyền, nghĩa vụ dân sự được gọi là gì?"
q-165,giao dịch bằng văn bản,91/2015/QH13,119,Giao dịch dân sự thông qua phương tiện điện tử dưới hình thức thông điệp dữ liệu theo quy định của pháp luật về giao dịch điện tử được coi là hình thức giao dịch dân sự nào?
q-166,Điều 117,91/2015/QH13,122,"Trừ trường hợp Bộ luật dân sự 2015 có quy định khác, giao dịch dân sự không có một trong các điều kiện được quy định tại điều nào của Bộ luật này thì vô hiệu?"
q-167,02 năm,91/2015/QH13,132,"Kể từ ngày được quy định tại các điểm từ a đến đ khoản 1 Điều 132 của bộ luật Dân sự 2015, thời hiệu yêu cầu Tòa án tuyên bố giao dịch dân sự vô hiệu quy định tại các Điều 125, 126, 127, 128 và 129 của Bộ luật này là bao lâu?"
q-168,không có yêu cầu tuyên bố giao dịch dân sự vô hiệu,91/2015/QH13,132,Hết thời hiệu quy định tại khoản 1 Điều 132 bộ luật Dân sự 2015 thì giao dịch dân sự có hiệu lực trong trường hợp nào?
q-169,Điều 123 và Điều 124,91/2015/QH13,132,Đối với giao dịch dân sự quy định tại Điều nào của Bộ luật dân sự 2015 thì thời hiệu yêu cầu Tòa án tuyên bố giao dịch dân sự vô hiệu không bị hạn chế?
q-170,Đại diện,91/2015/QH13,134,"Việc cá nhân, pháp nhân nhân danh và vì lợi ích của cá nhân hoặc pháp nhân khác xác lập, thực hiện giao dịch dân sự được gọi là gì?"
q-171,"Cha, mẹ",91/2015/QH13,136,Đại diện theo pháp luật của người con chưa thành niên là ai?
q-172,"Cha, mẹ",91/2015/QH13,136,"Đại diện theo pháp luật của người con chưa thành niên có khó khăn trong nhận thức, làm chủ hành vi là ai?"
q-173,Người do Tòa án chỉ định,91/2015/QH13,136,"Đại diện theo pháp luật của người con đã thành niên có khó khăn trong nhận thức, làm chủ hành vi là ai?"
q-174,ba trăm sáu mươi lăm ngày,91/2015/QH13,146,"Theo luật về thời hạn, thời điểm tính thời hạn, khi khoảng thời gian diễn ra không liền nhau, một năm được tính là?"
q-175,sáu tháng,91/2015/QH13,146,"Theo luật về thời hạn, thời điểm tính thời hạn, khi khoảng thời gian diễn ra không liền nhau, nửa năm được tính là?"
q-176,ba mươi ngày,91/2015/QH13,146,"Theo luật về thời hạn, thời điểm tính thời hạn, khi khoảng thời gian diễn ra không liền nhau, một tháng được tính là?"
q-177,mười lăm ngày,91/2015/QH13,146,"Theo luật về thời hạn, thời điểm tính thời hạn, khi khoảng thời gian diễn ra không liền nhau, nửa tháng được tính là?"
q-178,bảy ngày,91/2015/QH13,146,"Theo luật về thời hạn, thời điểm tính thời hạn, khi khoảng thời gian diễn ra không liền nhau, một tuần được tính là?"
q-179,hai mươi tư giờ,91/2015/QH13,146,"Theo luật về thời hạn, thời điểm tính thời hạn, khi khoảng thời gian diễn ra không liền nhau, một ngày được tính là?"
q-180,sáu mươi phút,91/2015/QH13,146,"Theo luật về thời hạn, thời điểm tính thời hạn, khi khoảng thời gian diễn ra không liền nhau, một giờ được tính là?"
q-181,sáu mươi giây,91/2015/QH13,146,"Theo luật về thời hạn, thời điểm tính thời hạn, khi khoảng thời gian diễn ra không liền nhau, một phút được tính là?"
q-182,ngày tiếp theo liền kề của ngày xảy ra sự kiện đó,91/2015/QH13,147,"Theo luật về thời hạn, khi thời hạn bắt đầu bằng một sự kiện thì thời hạn được tính từ ngày nào?"
q-183,quyền định đoạt tài sản,91/2015/QH13,158,"Quyền sở hữu bao gồm quyền chiếm hữu, quyền sử dụng và quyền nào của chủ sở hữu theo quy định của luật?"
q-184,quyền sử dụng,91/2015/QH13,158,"Quyền sở hữu bao gồm quyền chiếm hữu, quyền định đoạt tài sản và quyền nào của chủ sở hữu theo quy định của luật?"
q-185,quyền chiếm hữu,91/2015/QH13,158,"Quyền sở hữu bao gồm quyền sử dụng, quyền định đoạt tài sản và quyền nào của chủ sở hữu theo quy định của luật?"
q-186,Quyền đối với bất động sản liền kề,91/2015/QH13,159,"Quyền khác đối với tài sản bao gồm quyền hưởng dụng, quyền bề mặt và quyền nào?"
q-187,Quyền hưởng dụng,91/2015/QH13,159,"Quyền khác đối với tài sản bao gồm quyền đối với bất động sản liền kề, quyền bề mặt và quyền nào?"
q-188,Quyền bề mặt,91/2015/QH13,159,"Quyền khác đối với tài sản bao gồm quyền đối với bất động sản liền kề, quyền hưởng dụng, và quyền nào."
q-189,từ 30 năm trở lên,91/2015/QH13,175,Ranh giới giữa các bất động sản có thể được xác định theo ranh giới đã tồn tại bao lâu mà không có tranh chấp?
q-190,Chiếm hữu,91/2015/QH13,179,"Việc chủ thể nắm giữ, chi phối tài sản một cách trực tiếp hoặc gián tiếp như chủ thể có quyền đối với tài sản được gọi là gì?"
q-191,Chiếm hữu ngay tình,91/2015/QH13,180,Việc chiếm hữu mà người chiếm hữu có căn cứ để tin rằng mình có quyền đối với tài sản đang chiếm hữu được gọi là gì?
q-192,Chiếm hữu không ngay tình,91/2015/QH13,181,Việc chiếm hữu mà người chiếm hữu biết hoặc phải biết rằng mình không có quyền đối với tài sản đang chiếm hữu được gọi là gì?
q-193,người chiếm hữu không ngay tình,91/2015/QH13,184,Người chiếm hữu ngay tình hay người chiếm hữu không ngay tình thì phải chứng minh?
q-194,"phù hợp với mục đích, nội dung của giao dịch",91/2015/QH13,188,Khi chủ sở hữu giao tài sản cho người khác thông qua giao dịch dân sự mà nội dung không bao gồm việc chuyển quyền sở hữu thì người được giao tài sản phải thực hiện việc chiếm hữu tài sản đó như thế nào?
q-195,người có năng lực hành vi dân sự,91/2015/QH13,193,"Việc định đoạt tài sản phải do 
chủ thể nào thực hiện?"
q-196,do luật quy định,91/2015/QH13,196,Quyền định đoạt bị hạn chế trong trường hợp nào?
q-197,Nhà nước,91/2015/QH13,196,Chủ thể nào được ưu tiên mua tài sản đem bán là tài sản thuộc di tích lịch sử - văn hoá?
q-198,tài sản công thuộc sở hữu toàn dân,91/2015/QH13,197,"Đất đai, tài nguyên nước, tài nguyên khoáng sản, nguồn lợi ở vùng biển, vùng trời, tài nguyên thiên nhiên khác và các tài sản do Nhà nước đầu tư, quản lý thuộc loại tài sản nào?"
q-199,Sở hữu riêng,91/2015/QH13,205,Sở hữu của một cá nhân đối với tài sản thuộc loại hình sở hữu nào?
q-200,Sở hữu riêng,91/2015/QH13,205,Sở hữu của một pháp nhân đối với tài sản thuộc loại hình sở hữu nào?
q-201,Sở hữu chung,91/2015/QH13,207,Sở hữu của nhiều chủ thể đối với tài sản thuộc loại hình sở hữu nào?
q-202,theo thỏa thuận,91/2015/QH13,208,"Cùng với quy định của pháp luật hoặc tập quán, quyển sở hữu chung có thể được xác lập theo căn cứ nào?"
q-203,theo tập quán,91/2015/QH13,208,"Cùng với quy định của pháp luật hoặc theo thỏa thuận, quyển sở hữu chung có thể được xác lập theo căn cứ nào?"
q-204,chủ sở hữu chung khác,91/2015/QH13,218,Chủ thể nào có quyền ưu tiên mua tài sản thuộc sở hữu chung từ một chủ sở hữu chung?
q-205,03 tháng,91/2015/QH13,218,Quyền ưu tiên mua tài sản thuộc sở hữu chung của các chủ sở hữu chung đối với bất động sản kéo dài bao lâu?
q-206,01 tháng,91/2015/QH13,218,Quyền ưu tiên mua tài sản thuộc sở hữu chung của các chủ sở hữu chung đối với động sản kéo dài bao lâu?
q-207,Nhà nước,91/2015/QH13,218,Trường hợp một trong các chủ sở hữu chung đối với bất động sản từ bỏ phần quyền sở hữu của mình thì phần quyền sở hữu đó thuộc về chủ thể nào nếu tài sản đó không phải là sở hữu chung của cộng đồng?
q-208,các chủ sở hữu còn lại,91/2015/QH13,218,Trường hợp một trong các chủ sở hữu chung đối với bất động sản từ bỏ phần quyền sở hữu của mình thì phần quyền sở hữu đó thuộc về chủ thể nào nếu tài sản đó là sở hữu chung của cộng đồng?
q-209,Nhà nước,91/2015/QH13,218,Trường hợp một trong các chủ sở hữu chung đối với bất động sản chết mà không có người thừa kế thì phần quyền sở hữu đó thuộc về chủ thể nào nếu tài sản đó không phải là sở hữu chung của cộng đồng?
q-210,các chủ sở hữu còn lại,91/2015/QH13,218,Trường hợp một trong các chủ sở hữu chung đối với bất động sản chết mà không có người thừa kế thì phần quyền sở hữu đó thuộc về chủ thể nào nếu tài sản đó là sở hữu chung của cộng đồng?
q-211,các chủ sở hữu còn lại,91/2015/QH13,218,Trường hợp một trong các chủ sở hữu chung đối với động sản từ bỏ phần quyền sở hữu của mình thì phần quyền sở hữu đó thuộc về chủ thể nào?
q-212,các chủ sở hữu còn lại,91/2015/QH13,218,Trường hợp một trong các chủ sở hữu chung đối với động sản chết mà không có người thừa kế thì phần quyền sở hữu đó thuộc về chủ thể nào?
q-213,thời điểm có được tài sản đó,91/2015/QH13,222,Người lao động hợp pháp có quyền sở hữu đối với tài sản có được từ lao động kể từ thời điểm nào?
q-214,thời điểm có được tài sản đó,91/2015/QH13,222,Người tiến hành hoạt động sản xuất hợp pháp có quyền sở hữu đối với tài sản có được từ hoạt động sản xuất hợp pháp kể từ thời điểm nào?
q-215,thời điểm có được tài sản đó,91/2015/QH13,222,Người tiến hành hoạt động kinh doanh hợp pháp có quyền sở hữu đối với tài sản có được từ hoạt động kinh doanh hợp pháp kể từ thời điểm nào?
q-216,"thời điểm thu được hoa lợi, lợi tức đó",91/2015/QH13,224,"Chủ sở hữu tài sản có quyền sở hữu đối với hoa lợi, lợi tức theo quy định của pháp luật, kể từ thời điểm 
nào?"
q-217,"thời điểm thu được hoa lợi, lợi tức đó",91/2015/QH13,224,"Người sử dụng tài sản có quyền sở hữu đối với hoa lợi, lợi tức theo quy định của pháp luật, kể từ thời điểm nào?"
q-218,"thời điểm thu được hoa lợi, lợi tức đó",91/2015/QH13,224,"Chủ sở hữu tài sản có quyền sở hữu đối với hoa lợi, lợi tức theo thỏa thuận kể từ thời điểm 
nào?"
q-219,"thời điểm thu được hoa lợi, lợi tức đó",91/2015/QH13,224,"Người sử dụng tài sản có quyền sở hữu đối với hoa lợi, lợi tức theo thỏa thuận kể từ thời điểm nào?"
q-220,Tài sản vô chủ,91/2015/QH13,228,Tài sản mà chủ sở hữu đã từ bỏ quyền sở hữu đối với tài sản đó được gọi là gì?
q-221,Nhà nước,91/2015/QH13,228,Quyển sở hữu của bất động sản là tài sản vô chủ thuộc về chủ thể nào?
q-222,01 năm,91/2015/QH13,228,Người phát hiện động sản vô chủ có thể trở thành chủ sở hữu sau bao lâu kể từ ngày thông báo công khai mà không xác định được chủ sở hữu?
q-223,05 năm,91/2015/QH13,228,Kể từ ngày thông báo công khai mà không xác định được chủ sở hữu của bất động sản thì sau bao lâu bất động sản đó thuộc về Nhà nước?
q-224,phải thông báo hoặc trả lại ngay cho chủ sở hữu,91/2015/QH13,229,"Người phát hiện tài sản bị chôn, giấu, bị vùi lấp, chìm đắm mà biết ai là chủ sở hữu thì phải làm gì?"
q-225,phải thông báo hoặc giao nộp cho Ủy ban nhân dân cấp xã hoặc công an cấp xã nơi gần nhất hoặc cơ quan nhà nước có thẩm quyền khác theo quy định của pháp luật,91/2015/QH13,229,"Người phát hiện tài sản bị chôn, giấu, bị vùi lấp, chìm đắm mà không biết ai là chủ sở hữu thì phải làm gì?"
q-226,Nhà nước,91/2015/QH13,229,Tài sản vô chủ bị chôn giấu là tài sản thuộc di tích lịch sử - văn hóa theo quy định của Luật di sản văn hóa thì quyển sở hữu thuộc về chủ thể nào?
q-227,Nhà nước,91/2015/QH13,229,Tài sản vô chủ bị chôn giấu là tài sản thuộc di tích lịch sử - văn hóa theo quy định của Luật di sản văn hóa mà có giá trị nhỏ hơn hoặc bằng mười lần mức lương cơ sở do Nhà nước quy định thì thuộc quyền sở hữu của chủ thể nào?
q-228,người tìm thấy,91/2015/QH13,229,Tài sản vô chủ bị chôn giấu không là tài sản thuộc di tích lịch sử - văn hóa theo quy định của Luật di sản văn hóa mà có giá trị nhỏ hơn hoặc bằng mười lần mức lương cơ sở do Nhà nước quy định thì thuộc quyền sở hữu của chủ thể nào?
q-229,phải thông báo hoặc trả lại tài sản cho người đó,91/2015/QH13,230,"Người phát hiện tài sản do người khác đánh rơi, bỏ quên mà biết được địa chỉ của người đánh rơi hoặc bỏ quên thì phải làm gì?"
q-230,phải thông báo hoặc giao nộp cho Ủy ban nhân dân cấp xã hoặc công an cấp xã nơi gần nhất,91/2015/QH13,230,"Người phát hiện tài sản do người khác đánh rơi, bỏ quên mà không biết địa chỉ của người đánh rơi hoặc bỏ quên thì phải làm gì?"
q-231,phải nuôi giữ và báo ngay cho Ủy ban nhân dân cấp xã nơi người đó cư trú,91/2015/QH13,231,Người bắt được gia súc bị thất lạc phải làm gì?
q-232,phải thanh toán tiền công nuôi giữ và các chi phí khác cho người bắt được gia súc,91/2015/QH13,231,Chủ sở hữu được nhận lại gia súc phải thực hiện nghĩa vụ gì với người bắt được gia súc?
q-233,06 tháng,91/2015/QH13,231,Sau bao lâu kể từ ngày thông báo công khai về gia súc không phải gia súc thả rông theo tập quán thì quyền sở hữu đối với gia súc thuộc về người bắt được gia súc?
q-234,01 năm,91/2015/QH13,231,Sau bao lâu kể từ ngày thông báo công khai về gia súc bị thất lạc là gia súc thả rông theo tập quán thì quyền sở hữu đối với gia súc thuộc về người bắt được gia súc?
q-235,01 tháng,91/2015/QH13,232,Sau bao lâu kể từ ngày thông báo công khai mà không có người đến nhận gia cẩm bị thất lạc thì quyền sở hữu đối với gia cầm thuộc về người bắt được?
q-236,phải thanh toán tiền công nuôi giữ và chi phí khác cho người bắt được gia cầm,91/2015/QH13,232,"Chủ sở hữu được nhận lại gia 
cầm phải thực hiện nghĩa vụ gì với người bắt được gia cầm?"
q-237,01 tháng,91/2015/QH13,233,"Sau bao lâu kể từ ngày thông báo công khai mà không có người đến nhận thì quyền sở hữu vật nuôi dưới nước đó thuộc về người có ruộng, ao, hồ?"
q-238,quyền sở hữu đối với tài sản đó chấm dứt,91/2015/QH13,242,Khi tài sản được tiêu dùng hoặc bị tiêu hủy thì quyền sở hữu đối với tài sản đó được xác định như thế nào?
q-239,thời điểm quyết định của cơ quan nhà nước có thẩm quyền có hiệu lực pháp luật,91/2015/QH13,243,Trường hợp Nhà nước trưng mua tài sản theo quy định của luật thì quyền sở hữu đối với tài sản của chủ sở hữu đó chấm dứt kể từ thời điểm nào?
q-240,"thời điểm bản án, quyết định của Tòa án, cơ quan nhà nước có thẩm quyền khác có hiệu lực pháp luật",91/2015/QH13,244,"Khi tài sản của chủ sở hữu do phạm tội, vi phạm hành chính mà bị tịch thu, sung quỹ nhà nước thì quyền sở hữu đối với tài sản đó chấm dứt kể từ thời điểm nào?"
q-241,Quyền đối với bất động sản liền kề,91/2015/QH13,245,Quyền được thực hiện trên một bất động sản nhằm phục vụ cho việc khai thác một bất động sản khác thuộc quyền sở hữu của người khác là quyền gì?
q-242,"do địa thế tự nhiên, theo quy định của luật, theo thỏa thuận hoặc theo di chúc",91/2015/QH13,246,Quyền đối với bất động sản liền kề được xác lập theo căn cứ nào?
q-243,"mọi cá nhân, pháp nhân",91/2015/QH13,247,Quyền đối với bất động sản liền kề có hiệu lực đối với những chủ thể nào?
q-244,"quy định tiêu chuẩn lao động; quyền, nghĩa vụ, trách nhiệm của người lao động, người sử dụng lao động, tổ chức đại diện người lao động tại cơ sở, tổ chức đại diện người sử dụng lao động trong quan hệ lao động và các quan hệ khác liên quan trực tiếp đến quan hệ lao động; quản lý nhà nước về lao động",45/2019/QH14,1,Bộ luật Lao động quy định điều gì?
q-245,"Người lao động là người làm việc cho người sử dụng lao động theo thỏa thuận, được trả lương và chịu sự quản lý, điều hành, giám sát của người sử dụng lao động.",45/2019/QH14,3,"Định nghĩa của ""Người lao động""?"
q-246,"Người sử dụng lao động là doanh nghiệp, cơ quan, tổ chức, hợp tác xã, hộ gia đình, cá nhân có thuê mướn, sử dụng người lao động làm việc cho mình theo thỏa thuận; trường hợp người sử dụng lao động là cá nhân thì phải có năng lực hành vi dân sự đầy đủ.",45/2019/QH14,3,"Định nghĩa của ""Người sử dụng lao động""?"
q-247,"Tổ chức đại diện người lao động tại cơ sở là tổ chức được thành lập trên cơ sở tự nguyện của người lao động tại một đơn vị sử dụng lao động nhằm mục đích bảo vệ quyền và lợi ích hợp pháp, chính đáng của người lao động trong quan hệ lao động thông qua thương lượng tập thể hoặc các hình thức khác theo quy định của pháp luật về lao động. Tổ chức đại diện người lao động tại cơ sở bao gồm công đoàn cơ sở và tổ chức của người lao động tại doanh nghiệp.",45/2019/QH14,3,"Định nghĩa của ""Tổ chức đại diện người lao động tại cơ sở""?"
q-248,"Tổ chức đại diện người sử dụng lao động là tổ chức được thành lập hợp pháp, đại diện và bảo vệ quyền, lợi ích hợp pháp của người sử dụng lao động trong quan hệ lao động.",45/2019/QH14,3,"Định nghĩa của ""Tổ chức đại diện người sử dụng lao động""?"
q-249,"Quan hệ lao động là quan hệ xã hội phát sinh trong việc thuê mướn, sử dụng lao động, trả lương giữa người lao động, người sử dụng lao động, các tổ chức đại diện của các bên, cơ quan nhà nước có thẩm quyền. Quan hệ lao động bao gồm quan hệ lao động cá nhân và quan hệ lao động tập thể.",45/2019/QH14,3,"Định nghĩa của ""Quan hệ lao động""?"
q-250,Người làm việc không có quan hệ lao động là người làm việc không trên cơ sở thuê mướn bằng hợp đồng lao động.,45/2019/QH14,3,"Định nghĩa của ""Người làm việc không có quan hệ lao động""?"
q-251,"Cưỡng bức lao động là việc dùng vũ lực, đe dọa dùng vũ lực hoặc các thủ đoạn khác để ép buộc người lao động phải làm việc trái ý muốn của họ.",45/2019/QH14,3,"Định nghĩa của ""Cưỡng bức lao động""?"
q-252,Quấy rối tình dục tại nơi làm việc là hành vi có tính chất tình dục của bất kỳ người nào đối với người khác tại nơi làm việc mà không được người đó mong muốn hoặc chấp nhận. Nơi làm việc là bất kỳ nơi nào mà người lao động thực tế làm việc theo thỏa thuận hoặc phân công của người sử dụng lao động.,45/2019/QH14,3,"Định nghĩa của ""Quấy rối tình dục tại nơi làm việc""?"
q-253,"Quan hệ lao động được xác lập qua đối thoại, thương lượng, thỏa thuận theo nguyên tắc tự nguyện, thiện chí, bình đẳng, hợp tác, tôn trọng quyền và lợi ích hợp pháp của nhau.",45/2019/QH14,7,Quan hệ lao động được xác lập qua đâu?
q-254,Việc làm là hoạt động lao động tạo ra thu nhập mà pháp luật không cấm.,45/2019/QH14,9,Việc làm là gì?
q-255,"Được tự do lựa chọn việc làm, làm việc cho bất kỳ người sử dụng lao động nào và ở bất kỳ nơi nào mà pháp luật không cấm.",45/2019/QH14,10,"Trong điều 10 của Bộ Luật dân sự 2019, nơi làm việc của người lao động được quy định như thế nào?"
q-256,không,45/2019/QH14,11,Người lao động có phải trả chi phí cho việc tuyển dụng lao động không?
q-257,02 bản,45/2019/QH14,14,Hợp đồng lao động phải được giao kết bằng văn bản và được làm thành bao nhiêu bản?
q-258,"Người sử dụng lao động phải cung cấp thông tin trung thực cho người lao động về công việc, địa điểm làm việc, điều kiện làm việc, thời giờ làm việc, thời giờ nghỉ ngơi, an toàn, vệ sinh lao động, tiền lương, hình thức trả lương, bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp, quy định về bảo vệ bí mật kinh doanh, bảo vệ bí mật công nghệ và vấn đề khác liên quan trực tiếp đến việc giao kết hợp đồng lao động mà người lao động yêu cầu.",45/2019/QH14,16,Người sử dụng lao động phải cung cấp thông tin gì cho người lao động?
q-259,"Người lao động phải cung cấp thông tin trung thực cho người sử dụng lao động về họ tên, ngày tháng năm sinh, giới tính, nơi cư trú, trình độ học vấn, trình độ kỹ năng nghề, xác nhận tình trạng sức khỏe và vấn đề khác liên quan trực tiếp đến việc giao kết hợp đồng lao động mà người sử dụng lao động yêu cầu.",45/2019/QH14,16,Người lao động phải cung cấp thông tin gì cho người sử dụng lao động?
q-260,12 tháng,45/2019/QH14,18,"Đối với công việc theo mùa vụ, công việc nhất định có thời hạn dưới bao nhiêu tháng thì nhóm người lao động từ đủ 18 tuổi trở lên có thể ủy quyền cho một người lao động trong nhóm để giao kết hợp đồng lao động"
q-261,18 tuổi,45/2019/QH14,18,"Đối với công việc theo mùa vụ, công việc nhất định có thời hạn dưới 12 tháng thì nhóm người lao động từ đủ bao nhiêu tuổi trở lên có thể ủy quyền cho một người lao động trong nhóm để giao kết hợp đồng lao động?"
q-262,"quy định của pháp luật về bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và an toàn, vệ sinh lao động",45/2019/QH14,19,"Người lao động đồng thời giao kết nhiều hợp đồng lao động với nhiều người sử dụng lao động thì việc tham gia bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp được thực hiện theo quy định nào?"
q-263,30 ngày,45/2019/QH14,20,"Trong thời hạn bao nhiêu ngày kể từ ngày hợp đồng lao động hết hạn, hai bên phải ký kết hợp đồng lao động mới?"
q-264,"kể từ ngày hai bên giao kết, trừ trường hợp hai bên có thỏa thuận hoặc pháp luật có quy định khác",45/2019/QH14,23,Hợp đồng lao động có hiệu lực từ khi nào?
q-265,01 tháng,45/2019/QH14,24,Không áp dụng thử việc đối với người lao động giao kết hợp đồng lao động có thời hạn dưới bao nhiêu tháng?
q-266,một lần,45/2019/QH14,25,Thời gian thử việc do hai bên thỏa thuận căn cứ vào tính chất và mức độ phức tạp của công việc nhưng chỉ được thử việc bao nhiêu lần đối với một công việc?
q-267,180 ngày,45/2019/QH14,25,"Thời gian thử việc không được quá bao nhiêu ngày đối với công việc của người quản lý doanh nghiệp theo quy định của Luật Doanh nghiệp, Luật Quản lý, sử dụng vốn nhà nước đầu tư vào sản xuất, kinh doanh tại doanh nghiệp?"
q-268,60 ngày,45/2019/QH14,25,"Thời gian thử việc không được quá bao nhiêu ngày đối với công việc có chức danh nghề nghiệp cần trình độ chuyên môn, kỹ thuật từ cao đẳng trở lên?"
q-269,30 ngày,45/2019/QH14,25,"Thời gian thử việc không được quá bao nhiêu ngày đối với công việc có chức danh nghề nghiệp cần trình độ chuyên môn, kỹ thuật trung cấp, công nhân kỹ thuật, nhân viên nghiệp vụ?"
q-270,85,45/2019/QH14,26,Tiền lương của người lao động trong thời gian thử việc do hai bên thỏa thuận nhưng ít nhất phải bằng bao nhiêu phần trăm mức lương của công việc đó?
q-271,85,45/2019/QH14,29,Tiền lương theo công việc mới ít nhất phải bằng bao nhiêu phần trăm tiền lương của công việc cũ?
